dominant_dictionary_topic,ticker,quarter,total_mentions,avg_sentiment,sum_sentiment,quarter_total_mentions,mention_percentage,weighted_sentiment
demand_side,EQT,2018Q3,2,0,0,126,0.015873016,0
demand_side,EQT,2018Q4,3,0,0,143,0.020979021,0
demand_side,EQT,2019Q3,4,0,0,157,0.025477707,0
demand_side,EQT,2020Q1,1,0,0,213,0.004694836,0
demand_side,EQT,2020Q3,1,0,0,144,0.006944444,0
demand_side,EQT,2020Q4,2,0.5,1,180,0.011111111,0.011111111
demand_side,EQT,2021Q1,6,0,0,215,0.027906977,0
demand_side,EQT,2021Q2,3,0,0,193,0.015544041,0
demand_side,EQT,2021Q3,2,0,0,216,0.009259259,0
demand_side,EQT,2021Q4,3,0,0,164,0.018292683,0
demand_side,EQT,2022Q1,4,0,0,150,0.026666667,0
demand_side,EQT,2022Q2,2,0,0,131,0.015267176,0
demand_side,EQT,2022Q3,1,0,0,103,0.009708738,0
demand_side,EQT,2022Q4,5,0,0,153,0.032679739,0
demand_side,EQT,2023Q1,3,0,0,151,0.01986755,0
demand_side,EQT,2023Q2,1,0,0,212,0.004716981,0
demand_side,EQT,2023Q3,1,1,1,137,0.00729927,0.00729927
demand_side,EQT,2023Q4,4,0,0,130,0.030769231,0
demand_side,EQT,2024Q1,4,0.25,1,128,0.03125,0.03125
demand_side,EQT,2024Q2,3,0,0,102,0.029411765,0
demand_side,EQT,2024Q4,2,0,0,146,0.01369863,0
demand_side,FANG,2017Q3,1,0,0,112,0.008928571,0
demand_side,FANG,2017Q4,3,0,0,125,0.024,0
demand_side,FANG,2018Q2,3,0,0,130,0.023076923,0
demand_side,FANG,2018Q3,1,0,0,126,0.007936508,0
demand_side,FANG,2018Q4,4,0,0,143,0.027972028,0
demand_side,FANG,2019Q3,1,0,0,157,0.006369427,0
demand_side,FANG,2020Q1,1,0,0,213,0.004694836,0
demand_side,FANG,2020Q2,1,0,0,190,0.005263158,0
demand_side,FANG,2021Q1,1,0,0,215,0.004651163,0
demand_side,FANG,2021Q3,1,0,0,216,0.00462963,0
demand_side,FANG,2022Q2,1,0,0,131,0.007633588,0
demand_side,FANG,2022Q4,1,0,0,153,0.006535948,0
demand_side,FANG,2023Q2,1,1,1,212,0.004716981,0.004716981
demand_side,FANG,2024Q3,1,0,0,163,0.006134969,0
demand_side,HAL,2010Q2,2,0,0,55,0.036363636,0
demand_side,HAL,2010Q4,1,-2,-2,41,0.024390244,-0.048780488
demand_side,HAL,2011Q1,2,0.5,1,39,0.051282051,0.051282051
demand_side,HAL,2012Q2,2,-1.5,-3,35,0.057142857,-0.171428571
demand_side,HAL,2013Q2,2,-0.5,-1,47,0.042553191,-0.042553191
demand_side,HAL,2014Q4,1,-1,-1,81,0.012345679,-0.012345679
demand_side,HAL,2015Q1,2,-0.5,-1,73,0.02739726,-0.02739726
demand_side,HAL,2016Q2,1,-1,-1,90,0.011111111,-0.011111111
demand_side,HAL,2016Q3,1,-1,-1,88,0.011363636,-0.011363636
demand_side,HAL,2018Q2,1,-1,-1,130,0.007692308,-0.007692308
demand_side,HAL,2018Q4,1,-1,-1,143,0.006993007,-0.006993007
demand_side,HAL,2019Q3,2,0.5,1,157,0.012738854,0.012738854
demand_side,HAL,2020Q2,1,-2,-2,190,0.005263158,-0.010526316
demand_side,HAL,2021Q1,1,1,1,215,0.004651163,0.004651163
demand_side,HAL,2021Q2,1,-1,-1,193,0.005181347,-0.005181347
demand_side,HAL,2021Q3,1,1,1,216,0.00462963,0.00462963
demand_side,HAL,2021Q4,1,1,1,164,0.006097561,0.006097561
demand_side,HP,2001Q1,1,0,0,22,0.045454545,0
demand_side,HP,2001Q2,1,0,0,11,0.090909091,0
demand_side,HP,2002Q2,1,0,0,12,0.083333333,0
demand_side,HP,2004Q2,1,0,0,11,0.090909091,0
demand_side,HP,2006Q4,1,0,0,10,0.1,0
demand_side,HP,2008Q1,1,0,0,10,0.1,0
demand_side,HP,2009Q1,1,0,0,19,0.052631579,0
demand_side,HP,2010Q1,2,0,0,25,0.08,0
demand_side,HP,2010Q2,2,0,0,55,0.036363636,0
demand_side,HP,2010Q3,2,-1,-2,92,0.02173913,-0.043478261
demand_side,HP,2010Q4,2,0,0,41,0.048780488,0
demand_side,HP,2012Q3,2,0,0,54,0.037037037,0
demand_side,HP,2012Q4,1,0,0,45,0.022222222,0
demand_side,HP,2013Q2,2,-0.5,-1,47,0.042553191,-0.042553191
demand_side,HP,2015Q3,2,0,0,95,0.021052632,0
demand_side,HP,2015Q4,3,-0.333333333,-1,74,0.040540541,-0.040540541
demand_side,HP,2016Q2,5,0,0,90,0.055555556,0
demand_side,HP,2016Q3,2,0,0,88,0.022727273,0
demand_side,HP,2017Q1,1,0,0,73,0.01369863,0
demand_side,HP,2017Q2,1,0,0,98,0.010204082,0
demand_side,HP,2017Q4,1,0,0,125,0.008,0
demand_side,HP,2018Q1,1,0,0,94,0.010638298,0
demand_side,HP,2018Q3,1,0,0,126,0.007936508,0
demand_side,HP,2019Q4,3,0,0,172,0.01744186,0
demand_side,HP,2020Q1,3,-0.333333333,-1,213,0.014084507,-0.014084507
demand_side,HP,2020Q2,1,0,0,190,0.005263158,0
demand_side,HP,2020Q3,1,1,1,144,0.006944444,0.006944444
demand_side,HP,2020Q4,1,0,0,180,0.005555556,0
demand_side,HP,2021Q1,2,0,0,215,0.009302326,0
demand_side,HP,2021Q2,2,0,0,193,0.010362694,0
demand_side,HP,2021Q3,1,1,1,216,0.00462963,0.00462963
demand_side,HP,2022Q1,3,-0.666666667,-2,150,0.02,-0.04
demand_side,HP,2022Q3,2,-0.5,-1,103,0.019417476,-0.019417476
demand_side,HP,2022Q4,3,0,0,153,0.019607843,0
demand_side,HP,2023Q1,1,0,0,151,0.006622517,0
demand_side,HP,2023Q2,1,0,0,212,0.004716981,0
demand_side,HP,2023Q3,3,0,0,137,0.02189781,0
demand_side,HP,2023Q4,3,0,0,130,0.023076923,0
demand_side,HP,2024Q3,2,0,0,163,0.012269939,0
demand_side,KGS,2024Q3,1,1,1,163,0.006134969,0.006134969
demand_side,NBR,2010Q1,1,1,1,25,0.04,0.04
demand_side,NE,2017Q1,1,0,0,73,0.01369863,0
demand_side,NE,2020Q2,1,1,1,190,0.005263158,0.005263158
demand_side,NE,2020Q3,1,0,0,144,0.006944444,0
demand_side,NE,2020Q4,1,1,1,180,0.005555556,0.005555556
demand_side,NE,2024Q4,1,-1,-1,146,0.006849315,-0.006849315
demand_side,NES,2016Q4,1,0,0,73,0.01369863,0
demand_side,NES,2018Q2,1,1,1,130,0.007692308,0.007692308
demand_side,NES,2019Q2,2,0,0,154,0.012987013,0
demand_side,NEX,2008Q4,1,0,0,18,0.055555556,0
demand_side,NEX,2019Q3,1,-1,-1,157,0.006369427,-0.006369427
demand_side,NEX,2019Q4,1,0,0,172,0.005813953,0
demand_side,NEX,2021Q1,1,1,1,215,0.004651163,0.004651163
demand_side,NEX,2021Q2,3,0,0,193,0.015544041,0
demand_side,NEX,2022Q1,1,0,0,150,0.006666667,0
demand_side,NEX,2022Q3,1,0,0,103,0.009708738,0
demand_side,NEX,2023Q2,2,0,0,212,0.009433962,0
demand_side,NEX,2023Q4,1,0,0,130,0.007692308,0
demand_side,PDCE,2020Q2,1,-1,-1,190,0.005263158,-0.005263158
demand_side,PDCE,2023Q4,1,0,0,130,0.007692308,0
demand_side,PED,2018Q2,1,0,0,130,0.007692308,0
demand_side,PED,2022Q1,1,0,0,150,0.006666667,0
demand_side,PR,2023Q2,1,2,2,212,0.004716981,0.009433962
demand_side,PR,2024Q4,1,0,0,146,0.006849315,0
demand_side,PTEN,2010Q1,1,1,1,25,0.04,0.04
demand_side,PTEN,2010Q3,1,-1,-1,92,0.010869565,-0.010869565
demand_side,PTEN,2024Q4,1,1,1,146,0.006849315,0.006849315
demand_side,PUMP,2021Q2,1,-1,-1,193,0.005181347,-0.005181347
demand_side,RIG,2012Q1,1,-1,-1,48,0.020833333,-0.020833333
demand_side,RIG,2018Q1,1,0,0,94,0.010638298,0
demand_side,RIG,2018Q3,1,1,1,126,0.007936508,0.007936508
demand_side,RIG,2018Q4,2,1.5,3,143,0.013986014,0.041958042
demand_side,RIG,2019Q4,1,-2,-2,172,0.005813953,-0.011627907
demand_side,SD,2018Q2,1,1,1,130,0.007692308,0.007692308
demand_side,SLB,2004Q3,1,-1,-1,14,0.071428571,-0.071428571
demand_side,SLB,2012Q2,2,-1.5,-3,35,0.057142857,-0.171428571
demand_side,SLB,2013Q2,1,1,1,47,0.021276596,0.021276596
demand_side,SLB,2016Q2,1,1,1,90,0.011111111,0.011111111
demand_side,SLB,2017Q3,1,-1,-1,112,0.008928571,-0.008928571
demand_side,SLB,2018Q2,2,0,0,130,0.015384615,0
demand_side,SLB,2018Q4,1,-1,-1,143,0.006993007,-0.006993007
demand_side,SLB,2019Q1,1,1,1,140,0.007142857,0.007142857
demand_side,SLB,2019Q3,1,1,1,157,0.006369427,0.006369427
demand_side,SLB,2020Q1,3,0.333333333,1,213,0.014084507,0.014084507
demand_side,SLB,2020Q3,1,-1,-1,144,0.006944444,-0.006944444
demand_side,SLB,2021Q1,2,0.5,1,215,0.009302326,0.009302326
demand_side,SLB,2021Q2,2,0,0,193,0.010362694,0
demand_side,SLB,2021Q3,6,0.5,3,216,0.027777778,0.083333333
demand_side,SLB,2022Q3,2,-0.5,-1,103,0.019417476,-0.019417476
demand_side,SLB,2023Q1,1,2,2,151,0.006622517,0.013245033
demand_side,SLB,2023Q3,1,1,1,137,0.00729927,0.00729927
demand_side,SLB,2023Q4,1,0,0,130,0.007692308,0
demand_side,SLB,2024Q4,1,0,0,146,0.006849315,0
demand_side,STR,2010Q2,1,0,0,55,0.018181818,0
demand_side,STR,2013Q3,1,0,0,55,0.018181818,0
demand_side,STR,2015Q1,1,0,0,73,0.01369863,0
demand_side,STR,2016Q3,1,0,0,88,0.011363636,0
demand_side,STR,2018Q1,1,0,0,94,0.010638298,0
demand_side,STR,2019Q1,2,-1,-2,140,0.014285714,-0.028571429
demand_side,STR,2019Q3,1,-1,-1,157,0.006369427,-0.006369427
demand_side,STR,2019Q4,1,0,0,172,0.005813953,0
demand_side,STR,2020Q1,4,-0.5,-2,213,0.018779343,-0.037558685
demand_side,STR,2020Q2,2,-0.5,-1,190,0.010526316,-0.010526316
demand_side,STR,2020Q3,3,0,0,144,0.020833333,0
demand_side,STR,2020Q4,1,0,0,180,0.005555556,0
demand_side,STR,2021Q1,2,0,0,215,0.009302326,0
demand_side,STR,2021Q3,3,0,0,216,0.013888889,0
demand_side,STR,2022Q3,6,-0.166666667,-1,103,0.058252427,-0.058252427
demand_side,STR,2023Q2,1,0,0,212,0.004716981,0
demand_side,STR,2023Q3,1,1,1,137,0.00729927,0.00729927
demand_side,STR,2024Q2,1,-1,-1,102,0.009803922,-0.009803922
demand_side,STR,2024Q4,1,0,0,146,0.006849315,0
demand_side,TTI,2022Q4,1,0,0,153,0.006535948,0
demand_side,VOC,2001Q4,1,1,1,12,0.083333333,0.083333333
demand_side,VOC,2021Q1,1,0,0,215,0.004651163,0
demand_side,VOC,2021Q4,1,0,0,164,0.006097561,0
demand_side,VTLE,2024Q3,1,1,1,163,0.006134969,0.006134969
demand_side,VTS,2023Q1,1,-2,-2,151,0.006622517,-0.013245033
demand_side,VTS,2024Q2,1,0,0,102,0.009803922,0
demand_side,WLL,2020Q2,3,-2,-6,190,0.015789474,-0.094736842
esg_regulation,AESI,2020Q2,1,0,0,190,0.005263158,0
esg_regulation,APA,2002Q1,1,0,0,32,0.03125,0
esg_regulation,APA,2002Q2,1,0,0,12,0.083333333,0
esg_regulation,APA,2002Q3,1,0,0,8,0.125,0
esg_regulation,APA,2003Q2,1,0,0,10,0.1,0
esg_regulation,APA,2011Q1,1,0,0,39,0.025641026,0
esg_regulation,APA,2014Q2,1,0,0,38,0.026315789,0
esg_regulation,APA,2017Q4,1,0,0,125,0.008,0
esg_regulation,APA,2018Q2,1,0,0,130,0.007692308,0
esg_regulation,APA,2019Q2,1,0,0,154,0.006493506,0
esg_regulation,APA,2020Q1,1,0,0,213,0.004694836,0
esg_regulation,APA,2020Q4,1,2,2,180,0.005555556,0.011111111
esg_regulation,AR,2015Q3,1,0,0,95,0.010526316,0
esg_regulation,AR,2022Q2,1,0,0,131,0.007633588,0
esg_regulation,AR,2023Q2,1,0,0,212,0.004716981,0
esg_regulation,AR,2024Q1,1,0,0,128,0.0078125,0
esg_regulation,BORR,2020Q3,1,0,0,144,0.006944444,0
esg_regulation,BRN,2022Q3,1,0,0,103,0.009708738,0
esg_regulation,CPE,2020Q3,1,0,0,144,0.006944444,0
esg_regulation,CPE,2021Q1,1,0,0,215,0.004651163,0
esg_regulation,CPE,2021Q2,1,0,0,193,0.005181347,0
esg_regulation,CRC,2015Q2,1,0,0,59,0.016949153,0
esg_regulation,CRC,2021Q4,1,0,0,164,0.006097561,0
esg_regulation,DCP,2021Q3,1,0,0,216,0.00462963,0
esg_regulation,EP,2020Q4,1,-1,-1,180,0.005555556,-0.005555556
esg_regulation,EP,2022Q3,1,0,0,103,0.009708738,0
esg_regulation,EQT,2007Q1,1,0,0,9,0.111111111,0
esg_regulation,EQT,2008Q2,1,0,0,9,0.111111111,0
esg_regulation,EQT,2011Q1,1,0,0,39,0.025641026,0
esg_regulation,EQT,2016Q3,1,0,0,88,0.011363636,0
esg_regulation,EQT,2017Q3,1,0,0,112,0.008928571,0
esg_regulation,EQT,2018Q4,3,0,0,143,0.020979021,0
esg_regulation,EQT,2019Q1,2,0,0,140,0.014285714,0
esg_regulation,EQT,2019Q2,1,0,0,154,0.006493506,0
esg_regulation,EQT,2019Q3,3,0,0,157,0.01910828,0
esg_regulation,EQT,2019Q4,1,0,0,172,0.005813953,0
esg_regulation,EQT,2020Q1,1,0,0,213,0.004694836,0
esg_regulation,EQT,2020Q2,1,0,0,190,0.005263158,0
esg_regulation,EQT,2021Q2,2,0.5,1,193,0.010362694,0.010362694
esg_regulation,EQT,2021Q3,1,0,0,216,0.00462963,0
esg_regulation,EQT,2021Q4,1,0,0,164,0.006097561,0
esg_regulation,EQT,2022Q1,1,1,1,150,0.006666667,0.006666667
esg_regulation,EQT,2022Q3,1,0,0,103,0.009708738,0
esg_regulation,EQT,2023Q2,1,0,0,212,0.004716981,0
esg_regulation,EXE,2024Q4,1,0,0,146,0.006849315,0
esg_regulation,FANG,2016Q4,1,0,0,73,0.01369863,0
esg_regulation,FANG,2017Q4,1,0,0,125,0.008,0
esg_regulation,FANG,2018Q1,2,0,0,94,0.021276596,0
esg_regulation,FANG,2018Q2,1,0,0,130,0.007692308,0
esg_regulation,FANG,2018Q3,3,0,0,126,0.023809524,0
esg_regulation,FANG,2018Q4,2,0,0,143,0.013986014,0
esg_regulation,FANG,2021Q1,1,-2,-2,215,0.004651163,-0.009302326
esg_regulation,FANG,2024Q3,2,0.5,1,163,0.012269939,0.012269939
esg_regulation,FTI,2024Q3,1,2,2,163,0.006134969,0.012269939
esg_regulation,HAL,2020Q1,1,-1,-1,213,0.004694836,-0.004694836
esg_regulation,HAL,2020Q4,1,1,1,180,0.005555556,0.005555556
esg_regulation,HLX,2017Q2,1,0,0,98,0.010204082,0
esg_regulation,HP,1999Q2,1,0,0,6,0.166666667,0
esg_regulation,HP,1999Q3,1,0,0,14,0.071428571,0
esg_regulation,HP,2002Q1,1,0,0,32,0.03125,0
esg_regulation,HP,2004Q2,1,0,0,11,0.090909091,0
esg_regulation,HP,2009Q3,1,0,0,27,0.037037037,0
esg_regulation,HP,2010Q3,3,0,0,92,0.032608696,0
esg_regulation,HP,2011Q4,1,0,0,38,0.026315789,0
esg_regulation,HP,2012Q2,1,0,0,35,0.028571429,0
esg_regulation,HP,2013Q1,1,0,0,68,0.014705882,0
esg_regulation,HP,2013Q2,1,0,0,47,0.021276596,0
esg_regulation,HP,2014Q2,1,0,0,38,0.026315789,0
esg_regulation,HP,2015Q4,1,0,0,74,0.013513514,0
esg_regulation,HP,2016Q1,1,0,0,88,0.011363636,0
esg_regulation,HP,2016Q3,1,0,0,88,0.011363636,0
esg_regulation,HP,2019Q4,2,0,0,172,0.011627907,0
esg_regulation,HP,2020Q3,1,0,0,144,0.006944444,0
esg_regulation,HP,2020Q4,2,0,0,180,0.011111111,0
esg_regulation,HP,2021Q3,1,-1,-1,216,0.00462963,-0.00462963
esg_regulation,HP,2021Q4,2,0,0,164,0.012195122,0
esg_regulation,HP,2022Q1,1,0,0,150,0.006666667,0
esg_regulation,HP,2022Q3,1,0,0,103,0.009708738,0
esg_regulation,HP,2022Q4,1,0,0,153,0.006535948,0
esg_regulation,HP,2023Q2,1,0,0,212,0.004716981,0
esg_regulation,HP,2023Q3,1,0,0,137,0.00729927,0
esg_regulation,HP,2023Q4,1,0,0,130,0.007692308,0
esg_regulation,HP,2024Q2,2,0,0,102,0.019607843,0
esg_regulation,HP,2024Q3,1,0,0,163,0.006134969,0
esg_regulation,NES,2017Q1,1,1,1,73,0.01369863,0.01369863
esg_regulation,NES,2018Q2,1,-1,-1,130,0.007692308,-0.007692308
esg_regulation,NES,2019Q2,1,0,0,154,0.006493506,0
esg_regulation,NEX,2024Q4,1,0,0,146,0.006849315,0
esg_regulation,PED,2003Q2,1,1,1,10,0.1,0.1
esg_regulation,PED,2022Q3,1,0,0,103,0.009708738,0
esg_regulation,PR,2002Q4,1,0,0,9,0.111111111,0
esg_regulation,PR,2011Q3,1,0,0,28,0.035714286,0
esg_regulation,PR,2019Q4,1,0,0,172,0.005813953,0
esg_regulation,PR,2020Q4,1,2,2,180,0.005555556,0.011111111
esg_regulation,RES,2024Q4,1,0,0,146,0.006849315,0
esg_regulation,RIG,2016Q2,1,-1,-1,90,0.011111111,-0.011111111
esg_regulation,RIG,2017Q1,1,-1,-1,73,0.01369863,-0.01369863
esg_regulation,RIG,2019Q2,1,1,1,154,0.006493506,0.006493506
esg_regulation,SLB,2019Q2,1,0,0,154,0.006493506,0
esg_regulation,SLB,2021Q1,2,0,0,215,0.009302326,0
esg_regulation,SLB,2021Q4,3,-0.333333333,-1,164,0.018292683,-0.018292683
esg_regulation,SLB,2022Q2,4,-0.25,-1,131,0.030534351,-0.030534351
esg_regulation,SLB,2022Q3,2,0,0,103,0.019417476,0
esg_regulation,SLB,2022Q4,4,0.25,1,153,0.026143791,0.026143791
esg_regulation,SLB,2023Q2,3,0,0,212,0.014150943,0
esg_regulation,SLB,2023Q3,3,-0.333333333,-1,137,0.02189781,-0.02189781
esg_regulation,SLB,2023Q4,2,-0.5,-1,130,0.015384615,-0.015384615
esg_regulation,SLB,2024Q1,1,0,0,128,0.0078125,0
esg_regulation,SLB,2024Q2,2,0,0,102,0.019607843,0
esg_regulation,STR,2020Q1,1,0,0,213,0.004694836,0
esg_regulation,STR,2021Q3,2,-0.5,-1,216,0.009259259,-0.009259259
esg_regulation,STR,2022Q3,1,0,0,103,0.009708738,0
esg_regulation,TTI,2021Q4,1,0,0,164,0.006097561,0
esg_regulation,USEG,2025Q1,1,1,1,9,0.111111111,0.111111111
esg_regulation,VOC,2009Q1,1,0,0,19,0.052631579,0
esg_regulation,VOC,2011Q1,1,0,0,39,0.025641026,0
esg_regulation,VOC,2016Q2,1,1,1,90,0.011111111,0.011111111
esg_regulation,VOC,2018Q1,1,0,0,94,0.010638298,0
esg_regulation,VOC,2021Q3,1,0,0,216,0.00462963,0
esg_regulation,VOC,2022Q4,1,0,0,153,0.006535948,0
esg_regulation,VTS,2024Q2,1,0,0,102,0.009803922,0
financial_risk,ACDC,2022Q2,1,-1,-1,131,0.007633588,-0.007633588
financial_risk,ACDC,2024Q2,1,0,0,102,0.009803922,0
financial_risk,AESI,2021Q4,1,0,0,164,0.006097561,0
financial_risk,AESI,2022Q1,1,1,1,150,0.006666667,0.006666667
financial_risk,AESI,2023Q1,1,0,0,151,0.006622517,0
financial_risk,APA,1999Q1,3,0,0,18,0.166666667,0
financial_risk,APA,1999Q3,1,0,0,14,0.071428571,0
financial_risk,APA,2000Q3,1,1,1,8,0.125,0.125
financial_risk,APA,2001Q1,2,1,2,22,0.090909091,0.181818182
financial_risk,APA,2001Q4,1,0,0,12,0.083333333,0
financial_risk,APA,2002Q2,1,0,0,12,0.083333333,0
financial_risk,APA,2003Q1,1,0,0,3,0.333333333,0
financial_risk,APA,2003Q2,2,0.5,1,10,0.2,0.2
financial_risk,APA,2006Q2,1,0,0,16,0.0625,0
financial_risk,APA,2007Q1,1,0,0,9,0.111111111,0
financial_risk,APA,2007Q2,2,0,0,23,0.086956522,0
financial_risk,APA,2010Q1,1,0,0,25,0.04,0
financial_risk,APA,2010Q3,1,-1,-1,92,0.010869565,-0.010869565
financial_risk,APA,2010Q4,1,0,0,41,0.024390244,0
financial_risk,APA,2011Q1,1,0,0,39,0.025641026,0
financial_risk,APA,2011Q3,1,0,0,28,0.035714286,0
financial_risk,APA,2011Q4,3,0,0,38,0.078947368,0
financial_risk,APA,2012Q1,4,0,0,48,0.083333333,0
financial_risk,APA,2012Q2,2,-0.5,-1,35,0.057142857,-0.057142857
financial_risk,APA,2012Q3,4,-0.25,-1,54,0.074074074,-0.074074074
financial_risk,APA,2012Q4,2,-0.5,-1,45,0.044444444,-0.044444444
financial_risk,APA,2013Q3,1,0,0,55,0.018181818,0
financial_risk,APA,2015Q1,2,0,0,73,0.02739726,0
financial_risk,APA,2015Q3,1,0,0,95,0.010526316,0
financial_risk,APA,2015Q4,1,0,0,74,0.013513514,0
financial_risk,APA,2016Q2,2,-0.5,-1,90,0.022222222,-0.022222222
financial_risk,APA,2016Q3,1,0,0,88,0.011363636,0
financial_risk,APA,2017Q1,1,0,0,73,0.01369863,0
financial_risk,APA,2017Q2,1,0,0,98,0.010204082,0
financial_risk,APA,2017Q3,1,0,0,112,0.008928571,0
financial_risk,APA,2017Q4,2,0,0,125,0.016,0
financial_risk,APA,2018Q1,2,0,0,94,0.021276596,0
financial_risk,APA,2018Q2,3,0,0,130,0.023076923,0
financial_risk,APA,2018Q3,3,0.666666667,2,126,0.023809524,0.047619048
financial_risk,APA,2018Q4,4,-0.75,-3,143,0.027972028,-0.083916084
financial_risk,APA,2019Q1,3,0,0,140,0.021428571,0
financial_risk,APA,2019Q2,1,0,0,154,0.006493506,0
financial_risk,APA,2019Q3,1,-1,-1,157,0.006369427,-0.006369427
financial_risk,APA,2020Q1,3,-0.333333333,-1,213,0.014084507,-0.014084507
financial_risk,APA,2020Q2,1,-1,-1,190,0.005263158,-0.005263158
financial_risk,APA,2020Q4,1,0,0,180,0.005555556,0
financial_risk,APA,2021Q2,1,0,0,193,0.005181347,0
financial_risk,APA,2021Q3,3,0,0,216,0.013888889,0
financial_risk,APA,2022Q1,1,0,0,150,0.006666667,0
financial_risk,APA,2022Q2,1,0,0,131,0.007633588,0
financial_risk,APA,2022Q3,1,0,0,103,0.009708738,0
financial_risk,APA,2022Q4,2,0,0,153,0.013071895,0
financial_risk,APA,2023Q1,4,0,0,151,0.026490066,0
financial_risk,APA,2023Q2,2,0,0,212,0.009433962,0
financial_risk,APA,2023Q3,6,0,0,137,0.04379562,0
financial_risk,APA,2024Q1,2,0,0,128,0.015625,0
financial_risk,APA,2024Q3,6,1.166666667,7,163,0.036809816,0.257668712
financial_risk,APA,2024Q4,4,0,0,146,0.02739726,0
financial_risk,AR,2009Q2,1,0,0,15,0.066666667,0
financial_risk,AR,2016Q1,3,0,0,88,0.034090909,0
financial_risk,AR,2016Q2,1,0,0,90,0.011111111,0
financial_risk,AR,2016Q3,4,0,0,88,0.045454545,0
financial_risk,AR,2017Q2,1,0,0,98,0.010204082,0
financial_risk,AR,2017Q3,3,0,0,112,0.026785714,0
financial_risk,AR,2018Q1,1,0,0,94,0.010638298,0
financial_risk,AR,2018Q2,1,0,0,130,0.007692308,0
financial_risk,AR,2018Q3,2,0,0,126,0.015873016,0
financial_risk,AR,2019Q1,2,0,0,140,0.014285714,0
financial_risk,AR,2019Q4,1,0,0,172,0.005813953,0
financial_risk,AR,2020Q1,1,-2,-2,213,0.004694836,-0.009389671
financial_risk,AR,2020Q2,2,0,0,190,0.010526316,0
financial_risk,AR,2020Q3,1,0,0,144,0.006944444,0
financial_risk,AR,2020Q4,3,0,0,180,0.016666667,0
financial_risk,AR,2021Q1,6,0,0,215,0.027906977,0
financial_risk,AR,2021Q3,3,0,0,216,0.013888889,0
financial_risk,AR,2021Q4,3,0,0,164,0.018292683,0
financial_risk,AR,2022Q4,1,0,0,153,0.006535948,0
financial_risk,AR,2023Q1,1,-2,-2,151,0.006622517,-0.013245033
financial_risk,AR,2023Q2,1,0,0,212,0.004716981,0
financial_risk,AR,2023Q4,1,0,0,130,0.007692308,0
financial_risk,AR,2024Q2,1,0,0,102,0.009803922,0
financial_risk,AR,2024Q3,3,0.666666667,2,163,0.018404908,0.036809816
financial_risk,AR,2024Q4,4,0.5,2,146,0.02739726,0.054794521
financial_risk,BATL,2020Q2,1,0,0,190,0.005263158,0
financial_risk,BORR,2017Q1,1,0,0,73,0.01369863,0
financial_risk,BORR,2021Q2,1,0,0,193,0.005181347,0
financial_risk,BORR,2024Q3,1,0,0,163,0.006134969,0
financial_risk,BRN,2013Q1,1,0,0,68,0.014705882,0
financial_risk,BRN,2016Q2,1,0,0,90,0.011111111,0
financial_risk,BRN,2016Q3,1,0,0,88,0.011363636,0
financial_risk,BRN,2017Q4,1,0,0,125,0.008,0
financial_risk,BRN,2022Q2,1,0,0,131,0.007633588,0
financial_risk,BRN,2024Q3,1,0,0,163,0.006134969,0
financial_risk,BSM,2010Q2,2,0,0,55,0.036363636,0
financial_risk,BSM,2016Q3,1,0,0,88,0.011363636,0
financial_risk,CHRD,2024Q3,2,1,2,163,0.012269939,0.024539877
financial_risk,CLB,1998Q3,1,0,0,3,0.333333333,0
financial_risk,CLB,2004Q3,1,0,0,14,0.071428571,0
financial_risk,CLB,2009Q2,1,0,0,15,0.066666667,0
financial_risk,CLB,2019Q1,1,0,0,140,0.007142857,0
financial_risk,CNQ,2024Q3,1,1,1,163,0.006134969,0.006134969
financial_risk,CPE,2016Q2,1,0,0,90,0.011111111,0
financial_risk,CPE,2019Q3,1,0,0,157,0.006369427,0
financial_risk,CPE,2019Q4,1,0,0,172,0.005813953,0
financial_risk,CPE,2020Q2,1,1,1,190,0.005263158,0.005263158
financial_risk,CPE,2021Q1,1,0,0,215,0.004651163,0
financial_risk,CPE,2021Q2,4,0,0,193,0.020725389,0
financial_risk,CPE,2021Q3,1,0,0,216,0.00462963,0
financial_risk,CPE,2021Q4,1,0,0,164,0.006097561,0
financial_risk,CPE,2022Q3,1,0,0,103,0.009708738,0
financial_risk,CPE,2022Q4,1,0,0,153,0.006535948,0
financial_risk,CRC,2013Q2,1,0,0,47,0.021276596,0
financial_risk,CRC,2014Q3,1,-1,-1,39,0.025641026,-0.025641026
financial_risk,CRC,2017Q2,1,0,0,98,0.010204082,0
financial_risk,CRC,2018Q2,2,0,0,130,0.015384615,0
financial_risk,CRC,2019Q4,3,0,0,172,0.01744186,0
financial_risk,CRC,2020Q4,2,-1.5,-3,180,0.011111111,-0.033333333
financial_risk,CRC,2021Q1,1,0,0,215,0.004651163,0
financial_risk,CRC,2022Q1,2,-0.5,-1,150,0.013333333,-0.013333333
financial_risk,CRC,2022Q3,1,1,1,103,0.009708738,0.009708738
financial_risk,CRC,2022Q4,1,0,0,153,0.006535948,0
financial_risk,CRC,2023Q1,3,-0.333333333,-1,151,0.01986755,-0.01986755
financial_risk,CRC,2023Q2,2,0,0,212,0.009433962,0
financial_risk,CRC,2023Q3,1,0,0,137,0.00729927,0
financial_risk,CRC,2024Q4,5,0.8,4,146,0.034246575,0.136986301
financial_risk,CRK,2001Q1,1,0,0,22,0.045454545,0
