dominant_dictionary_topic,ticker,quarter,total_mentions,avg_sentiment,sum_sentiment,quarter_total_mentions,mention_percentage,weighted_sentiment
demand_side,CRC,2018Q2,1,0,0,130,0.007692308,0
demand_side,CRC,2020Q1,1,0,0,213,0.004694836,0
demand_side,CRC,2020Q2,1,0,0,190,0.005263158,0
demand_side,CRC,2024Q1,1,0,0,128,0.0078125,0
demand_side,CRK,2023Q1,1,0,0,151,0.006622517,0
demand_side,DCP,2017Q1,1,0,0,73,0.01369863,0
demand_side,DCP,2024Q3,1,2,2,163,0.006134969,0.012269939
demand_side,EP,2015Q3,1,0,0,95,0.010526316,0
demand_side,EP,2021Q3,1,0,0,216,0.00462963,0
demand_side,EP,2024Q4,1,0,0,146,0.006849315,0
demand_side,EPM,2022Q4,1,0,0,153,0.006535948,0
demand_side,EQT,2001Q2,1,0,0,11,0.090909091,0
demand_side,EQT,2006Q3,1,0,0,18,0.055555556,0
demand_side,EQT,2012Q3,1,0,0,54,0.018518519,0
demand_side,EQT,2013Q4,1,0,0,41,0.024390244,0
demand_side,EQT,2015Q1,1,0,0,73,0.01369863,0
demand_side,EQT,2016Q1,1,0,0,88,0.011363636,0
demand_side,EQT,2017Q2,2,0,0,98,0.020408163,0
demand_side,EQT,2017Q3,2,0,0,112,0.017857143,0
