dominant_LDA_topic,ticker,quarter,total_mentions,avg_sentiment,sum_sentiment,quarter_total_mentions,mention_percentage,weighted_sentiment
0,EQT,2005Q4,2,0,0,17,0.117647059,0
0,EQT,2006Q3,1,0,0,18,0.055555556,0
0,EQT,2010Q3,1,0,0,92,0.010869565,0
0,EQT,2010Q4,2,0,0,41,0.048780488,0
0,EQT,2011Q1,1,0,0,39,0.025641026,0
0,EQT,2011Q2,2,0,0,35,0.057142857,0
0,EQT,2011Q4,2,0,0,38,0.052631579,0
0,EQT,2013Q2,1,0,0,47,0.021276596,0
0,EQT,2013Q4,1,0,0,41,0.024390244,0
0,EQT,2014Q1,2,0,0,29,0.068965517,0
0,EQT,2014Q2,1,0,0,38,0.026315789,0
0,EQT,2014Q4,5,0,0,81,0.061728395,0
0,EQT,2015Q2,1,0,0,59,0.016949153,0
0,EQT,2015Q3,1,0,0,95,0.010526316,0
0,EQT,2015Q4,2,0,0,74,0.027027027,0
0,EQT,2016Q1,4,0,0,88,0.045454545,0
0,EQT,2016Q2,1,0,0,90,0.011111111,0
0,EQT,2016Q3,3,0,0,88,0.034090909,0
0,EQT,2016Q4,1,0,0,73,0.01369863,0
0,EQT,2017Q1,1,0,0,73,0.01369863,0
0,EQT,2017Q2,3,0,0,98,0.030612245,0
0,EQT,2017Q3,6,0,0,112,0.053571429,0
0,EQT,2017Q4,6,0,0,125,0.048,0
0,EQT,2018Q1,3,0,0,94,0.031914894,0
0,EQT,2018Q3,1,0,0,126,0.007936508,0
0,EQT,2018Q4,7,0,0,143,0.048951049,0
0,EQT,2019Q1,3,0,0,140,0.021428571,0
0,EQT,2019Q2,7,0,0,154,0.045454545,0
0,EQT,2019Q3,7,0.285714286,2,157,0.044585987,0.089171975
0,EQT,2019Q4,8,0,0,172,0.046511628,0
0,EQT,2020Q1,11,0,0,213,0.051643192,0
0,EQT,2020Q2,7,0,0,190,0.036842105,0
0,EQT,2020Q3,12,0,0,144,0.083333333,0
0,EQT,2020Q4,15,0.066666667,1,180,0.083333333,0.083333333
0,EQT,2021Q1,12,0,0,215,0.055813953,0
0,EQT,2021Q2,24,0.041666667,1,193,0.124352332,0.124352332
0,EQT,2021Q3,20,0,0,216,0.092592593,0
0,EQT,2021Q4,21,0,0,164,0.12804878,0
0,EQT,2022Q1,20,0,0,150,0.133333333,0
0,EQT,2022Q2,11,0,0,131,0.083969466,0
0,EQT,2022Q3,8,0.125,1,103,0.077669903,0.077669903
0,EQT,2022Q4,17,0,0,153,0.111111111,0
0,EQT,2023Q1,13,0,0,151,0.086092715,0
0,EQT,2023Q2,24,0.041666667,1,212,0.113207547,0.113207547
0,EQT,2023Q3,15,0,0,137,0.109489051,0
0,EQT,2023Q4,7,0,0,130,0.053846154,0
0,EQT,2024Q1,17,0.058823529,1,128,0.1328125,0.1328125
0,EQT,2024Q2,16,0.1875,3,102,0.156862745,0.470588235
0,EQT,2024Q3,10,0.2,2,163,0.061349693,0.122699387
0,EQT,2024Q4,11,0,0,146,0.075342466,0
0,EXE,1998Q2,1,0,0,3,0.333333333,0
0,EXE,1999Q4,1,0,0,6,0.166666667,0
0,EXE,2000Q2,1,0,0,10,0.1,0
0,EXE,2016Q1,1,0,0,88,0.011363636,0
0,FANG,2014Q2,1,0,0,38,0.026315789,0
0,FANG,2016Q1,3,0,0,88,0.034090909,0
0,FANG,2016Q3,1,1,1,88,0.011363636,0.011363636
0,FANG,2016Q4,1,0,0,73,0.01369863,0
0,FANG,2017Q1,2,0,0,73,0.02739726,0
0,FANG,2017Q2,5,0,0,98,0.051020408,0
0,FANG,2017Q3,2,0,0,112,0.017857143,0
0,FANG,2017Q4,6,0,0,125,0.048,0
0,FANG,2018Q1,4,0,0,94,0.042553191,0
0,FANG,2018Q2,12,0,0,130,0.092307692,0
0,FANG,2018Q3,13,0,0,126,0.103174603,0
0,FANG,2018Q4,12,0,0,143,0.083916084,0
0,FANG,2019Q1,3,0,0,140,0.021428571,0
0,FANG,2019Q2,2,0,0,154,0.012987013,0
0,FANG,2019Q3,3,0,0,157,0.01910828,0
0,FANG,2020Q3,1,-2,-2,144,0.006944444,-0.013888889
0,FANG,2021Q2,1,0,0,193,0.005181347,0
0,FANG,2021Q3,1,0,0,216,0.00462963,0
0,FANG,2021Q4,1,0,0,164,0.006097561,0
0,FANG,2022Q1,2,0,0,150,0.013333333,0
0,FANG,2022Q2,1,0,0,131,0.007633588,0
0,FANG,2022Q3,1,0,0,103,0.009708738,0
0,FANG,2022Q4,1,0,0,153,0.006535948,0
0,FANG,2023Q2,1,1,1,212,0.004716981,0.004716981
0,FANG,2024Q1,1,0,0,128,0.0078125,0
0,FANG,2024Q3,1,0,0,163,0.006134969,0
0,GDP,2014Q4,1,0,0,81,0.012345679,0
0,GDP,2016Q2,2,0,0,90,0.022222222,0
0,GDP,2016Q4,1,0,0,73,0.01369863,0
0,GDP,2017Q2,2,0,0,98,0.020408163,0
0,GPRK,2025Q1,1,2,2,9,0.111111111,0.222222222
0,HAL,2001Q2,1,0,0,11,0.090909091,0
0,HAL,2003Q4,1,0,0,11,0.090909091,0
0,HAL,2011Q1,1,0,0,39,0.025641026,0
0,HAL,2015Q2,1,1,1,59,0.016949153,0.016949153
0,HAL,2015Q3,2,-1,-2,95,0.021052632,-0.042105263
0,HAL,2016Q2,1,-1,-1,90,0.011111111,-0.011111111
0,HAL,2017Q1,1,-1,-1,73,0.01369863,-0.01369863
0,HAL,2020Q2,1,-2,-2,190,0.005263158,-0.010526316
0,HAL,2020Q3,2,0,0,144,0.013888889,0
0,HAL,2022Q3,1,-1,-1,103,0.009708738,-0.009708738
0,HAL,2022Q4,1,0,0,153,0.006535948,0
0,HAL,2023Q2,2,0,0,212,0.009433962,0
0,HAL,2024Q3,1,1,1,163,0.006134969,0.006134969
0,HESM,2019Q4,1,2,2,172,0.005813953,0.011627907
0,HESM,2024Q4,1,0,0,146,0.006849315,0
0,HLX,2011Q1,1,0,0,39,0.025641026,0
0,HP,1998Q4,1,0,0,8,0.125,0
0,HP,1999Q1,1,0,0,18,0.055555556,0
0,HP,1999Q3,3,0.333333333,1,14,0.214285714,0.214285714
0,HP,1999Q4,1,-1,-1,6,0.166666667,-0.166666667
0,HP,2000Q1,1,0,0,8,0.125,0
0,HP,2000Q3,1,0,0,8,0.125,0
0,HP,2000Q4,2,0,0,9,0.222222222,0
0,HP,2001Q1,2,0,0,22,0.090909091,0
0,HP,2001Q3,1,0,0,10,0.1,0
0,HP,2001Q4,1,0,0,12,0.083333333,0
0,HP,2002Q1,4,0.5,2,32,0.125,0.25
0,HP,2002Q2,1,0,0,12,0.083333333,0
0,HP,2002Q3,1,0,0,8,0.125,0
0,HP,2002Q4,1,1,1,9,0.111111111,0.111111111
0,HP,2004Q1,2,0.5,1,19,0.105263158,0.105263158
0,HP,2004Q2,1,0,0,11,0.090909091,0
0,HP,2004Q3,1,0,0,14,0.071428571,0
0,HP,2004Q4,4,0,0,12,0.333333333,0
0,HP,2005Q1,2,0,0,17,0.117647059,0
0,HP,2005Q2,5,-0.2,-1,18,0.277777778,-0.277777778
0,HP,2005Q4,1,0,0,17,0.058823529,0
0,HP,2006Q4,1,0,0,10,0.1,0
0,HP,2007Q2,2,0,0,23,0.086956522,0
0,HP,2007Q3,2,0,0,12,0.166666667,0
0,HP,2008Q2,2,0,0,9,0.222222222,0
0,HP,2008Q3,1,0,0,8,0.125,0
0,HP,2009Q2,1,0,0,15,0.066666667,0
0,HP,2009Q3,3,0,0,27,0.111111111,0
0,HP,2009Q4,5,0.4,2,32,0.15625,0.3125
0,HP,2010Q1,2,0,0,25,0.08,0
0,HP,2010Q2,3,0,0,55,0.054545455,0
0,HP,2010Q3,7,0,0,92,0.076086957,0
0,HP,2010Q4,3,0,0,41,0.073170732,0
0,HP,2011Q1,3,0.333333333,1,39,0.076923077,0.076923077
0,HP,2011Q2,3,0,0,35,0.085714286,0
0,HP,2011Q3,5,0,0,28,0.178571429,0
0,HP,2011Q4,1,0,0,38,0.026315789,0
0,HP,2012Q1,1,0,0,48,0.020833333,0
0,HP,2012Q3,2,0,0,54,0.037037037,0
0,HP,2012Q4,3,0,0,45,0.066666667,0
0,HP,2013Q1,5,-0.2,-1,68,0.073529412,-0.073529412
0,HP,2013Q2,2,0,0,47,0.042553191,0
0,HP,2013Q3,3,0,0,55,0.054545455,0
0,HP,2013Q4,4,0,0,41,0.097560976,0
0,HP,2014Q1,2,0,0,29,0.068965517,0
0,HP,2014Q2,1,0,0,38,0.026315789,0
0,HP,2014Q4,2,0.5,1,81,0.024691358,0.024691358
0,HP,2015Q1,1,0,0,73,0.01369863,0
0,HP,2015Q2,5,0,0,59,0.084745763,0
0,HP,2015Q3,7,-0.142857143,-1,95,0.073684211,-0.073684211
0,HP,2015Q4,5,0,0,74,0.067567568,0
0,HP,2016Q1,1,0,0,88,0.011363636,0
0,HP,2016Q2,7,0,0,90,0.077777778,0
0,HP,2016Q3,7,0,0,88,0.079545455,0
0,HP,2016Q4,3,0.333333333,1,73,0.04109589,0.04109589
0,HP,2017Q1,1,0,0,73,0.01369863,0
0,HP,2017Q2,7,0,0,98,0.071428571,0
0,HP,2017Q3,3,0,0,112,0.026785714,0
0,HP,2017Q4,8,0,0,125,0.064,0
0,HP,2018Q1,3,0,0,94,0.031914894,0
0,HP,2018Q2,3,0,0,130,0.023076923,0
0,HP,2018Q3,4,0,0,126,0.031746032,0
0,HP,2018Q4,6,0.166666667,1,143,0.041958042,0.041958042
0,HP,2019Q1,3,0,0,140,0.021428571,0
0,HP,2019Q2,6,-0.166666667,-1,154,0.038961039,-0.038961039
0,HP,2019Q3,4,0,0,157,0.025477707,0
0,HP,2019Q4,13,0.230769231,3,172,0.075581395,0.226744186
0,HP,2020Q1,21,0,0,213,0.098591549,0
0,HP,2020Q2,12,-0.25,-3,190,0.063157895,-0.189473684
0,HP,2020Q3,12,0,0,144,0.083333333,0
0,HP,2020Q4,13,0,0,180,0.072222222,0
0,HP,2021Q1,10,-0.3,-3,215,0.046511628,-0.139534884
0,HP,2021Q2,23,-0.260869565,-6,193,0.119170984,-0.715025907
0,HP,2021Q3,10,-0.2,-2,216,0.046296296,-0.092592593
0,HP,2021Q4,11,0,0,164,0.067073171,0
0,HP,2022Q1,8,0.25,2,150,0.053333333,0.106666667
0,HP,2022Q2,20,0.05,1,131,0.152671756,0.152671756
0,HP,2022Q3,8,-0.125,-1,103,0.077669903,-0.077669903
0,HP,2022Q4,34,-0.088235294,-3,153,0.222222222,-0.666666667
0,HP,2023Q1,27,-0.037037037,-1,151,0.178807947,-0.178807947
0,HP,2023Q2,18,-0.055555556,-1,212,0.08490566,-0.08490566
0,HP,2023Q3,8,0,0,137,0.058394161,0
0,HP,2023Q4,11,0,0,130,0.084615385,0
0,HP,2024Q1,7,0,0,128,0.0546875,0
0,HP,2024Q2,3,0,0,102,0.029411765,0
0,HP,2024Q3,8,0,0,163,0.049079755,0
0,HP,2024Q4,3,0,0,146,0.020547945,0
0,KRP,2020Q3,1,0,0,144,0.006944444,0
0,KRP,2022Q1,1,0,0,150,0.006666667,0
0,MXC,2012Q1,1,0,0,48,0.020833333,0
0,MXC,2017Q4,1,0,0,125,0.008,0
0,NBR,1999Q1,1,0,0,18,0.055555556,0
0,NBR,2001Q4,1,2,2,12,0.083333333,0.166666667
0,NBR,2012Q1,1,0,0,48,0.020833333,0
0,NBR,2014Q1,1,0,0,29,0.034482759,0
0,NBR,2015Q4,1,-1,-1,74,0.013513514,-0.013513514
0,NBR,2017Q3,1,1,1,112,0.008928571,0.008928571
0,NBR,2021Q2,1,0,0,193,0.005181347,0
0,NBR,2022Q4,1,2,2,153,0.006535948,0.013071895
0,NBR,2023Q3,1,0,0,137,0.00729927,0
0,NBR,2024Q4,1,-1,-1,146,0.006849315,-0.006849315
0,NE,2000Q3,1,0,0,8,0.125,0
0,NE,2002Q2,1,0,0,12,0.083333333,0
0,NE,2003Q4,1,2,2,11,0.090909091,0.181818182
0,NE,2004Q2,1,0,0,11,0.090909091,0
0,NE,2004Q3,1,0,0,14,0.071428571,0
0,NE,2007Q1,1,1,1,9,0.111111111,0.111111111
0,NE,2007Q3,1,0,0,12,0.083333333,0
0,NE,2008Q2,1,0,0,9,0.111111111,0
0,NE,2009Q3,1,0,0,27,0.037037037,0
0,NE,2012Q4,1,0,0,45,0.022222222,0
0,NE,2014Q3,1,0,0,39,0.025641026,0
0,NE,2015Q4,1,0,0,74,0.013513514,0
0,NE,2016Q1,1,0,0,88,0.011363636,0
0,NE,2018Q2,1,0,0,130,0.007692308,0
0,NE,2019Q2,1,0,0,154,0.006493506,0
0,NE,2019Q4,1,0,0,172,0.005813953,0
0,NE,2020Q2,1,1,1,190,0.005263158,0.005263158
0,NE,2020Q3,1,0,0,144,0.006944444,0
0,NE,2020Q4,1,1,1,180,0.005555556,0.005555556
0,NE,2021Q2,1,0,0,193,0.005181347,0
0,NE,2022Q3,1,0,0,103,0.009708738,0
0,NE,2023Q3,1,0,0,137,0.00729927,0
0,NE,2024Q4,1,-1,-1,146,0.006849315,-0.006849315
0,NES,2004Q2,1,0,0,11,0.090909091,0
0,NES,2005Q3,1,0,0,6,0.166666667,0
0,NES,2010Q4,1,0,0,41,0.024390244,0
0,NES,2011Q3,1,0,0,28,0.035714286,0
0,NES,2013Q3,1,0,0,55,0.018181818,0
0,NES,2014Q1,1,-1,-1,29,0.034482759,-0.034482759
0,NES,2014Q4,1,0,0,81,0.012345679,0
0,NES,2015Q1,1,0,0,73,0.01369863,0
0,NES,2015Q4,1,0,0,74,0.013513514,0
0,NES,2017Q1,2,1,2,73,0.02739726,0.054794521
0,NES,2017Q4,1,0,0,125,0.008,0
0,NES,2018Q2,3,0,0,130,0.023076923,0
0,NES,2018Q3,1,0,0,126,0.007936508,0
0,NES,2019Q1,6,0.166666667,1,140,0.042857143,0.042857143
0,NES,2019Q2,3,0,0,154,0.019480519,0
0,NES,2020Q1,1,0,0,213,0.004694836,0
0,NES,2020Q2,1,0,0,190,0.005263158,0
0,NES,2020Q4,2,0,0,180,0.011111111,0
0,NES,2021Q1,1,0,0,215,0.004651163,0
0,NES,2021Q2,1,0,0,193,0.005181347,0
0,NES,2021Q4,3,0,0,164,0.018292683,0
0,NES,2023Q2,1,0,0,212,0.004716981,0
0,NES,2023Q3,1,0,0,137,0.00729927,0
0,NES,2023Q4,1,0,0,130,0.007692308,0
0,NEX,2010Q4,2,0,0,41,0.048780488,0
0,NEX,2011Q4,1,0,0,38,0.026315789,0
0,NEX,2017Q1,1,0,0,73,0.01369863,0
0,NEX,2017Q2,1,-1,-1,98,0.010204082,-0.010204082
0,NEX,2018Q2,1,0,0,130,0.007692308,0
0,NEX,2019Q3,2,0,0,157,0.012738854,0
0,NEX,2019Q4,1,0,0,172,0.005813953,0
0,NEX,2020Q1,2,0,0,213,0.009389671,0
0,NEX,2020Q2,3,-0.333333333,-1,190,0.015789474,-0.015789474
0,NEX,2020Q3,5,-0.4,-2,144,0.034722222,-0.069444444
0,NEX,2020Q4,3,-0.333333333,-1,180,0.016666667,-0.016666667
0,NEX,2021Q1,5,0.2,1,215,0.023255814,0.023255814
0,NEX,2021Q2,4,0,0,193,0.020725389,0
0,NEX,2021Q3,1,0,0,216,0.00462963,0
0,NEX,2021Q4,2,0,0,164,0.012195122,0
0,NEX,2022Q3,2,0,0,103,0.019417476,0
0,NEX,2023Q3,1,0,0,137,0.00729927,0
0,NEX,2024Q4,1,0,0,146,0.006849315,0
0,PDCE,2020Q2,1,0,0,190,0.005263158,0
0,PDCE,2020Q4,1,-1,-1,180,0.005555556,-0.005555556
0,PDCE,2024Q4,1,1,1,146,0.006849315,0.006849315
0,PED,2002Q2,1,0,0,12,0.083333333,0
0,PED,2003Q2,1,1,1,10,0.1,0.1
0,PED,2009Q1,1,0,0,19,0.052631579,0
0,PED,2010Q2,1,1,1,55,0.018181818,0.018181818
0,PED,2010Q3,2,0,0,92,0.02173913,0
0,PED,2011Q2,1,1,1,35,0.028571429,0.028571429
0,PED,2012Q1,1,0,0,48,0.020833333,0
0,PED,2012Q2,1,0,0,35,0.028571429,0
0,PED,2012Q3,2,0,0,54,0.037037037,0
0,PED,2012Q4,1,0,0,45,0.022222222,0
0,PED,2013Q1,3,-0.333333333,-1,68,0.044117647,-0.044117647
0,PED,2013Q2,3,0,0,47,0.063829787,0
0,PED,2013Q3,9,-0.444444444,-4,55,0.163636364,-0.654545455
0,PED,2013Q4,1,0,0,41,0.024390244,0
0,PED,2014Q1,2,-0.5,-1,29,0.068965517,-0.068965517
0,PED,2014Q2,4,-0.5,-2,38,0.105263158,-0.210526316
0,PED,2014Q3,1,0,0,39,0.025641026,0
0,PED,2014Q4,2,-0.5,-1,81,0.024691358,-0.024691358
0,PED,2015Q1,5,-0.6,-3,73,0.068493151,-0.205479452
0,PED,2015Q2,4,0,0,59,0.06779661,0
0,PED,2015Q3,2,-0.5,-1,95,0.021052632,-0.021052632
0,PED,2016Q1,3,0,0,88,0.034090909,0
0,PED,2016Q3,2,0,0,88,0.022727273,0
0,PED,2017Q2,1,1,1,98,0.010204082,0.010204082
0,PED,2018Q2,1,0,0,130,0.007692308,0
0,PED,2019Q3,1,0,0,157,0.006369427,0
0,PED,2021Q1,2,-0.5,-1,215,0.009302326,-0.009302326
0,PED,2022Q3,1,0,0,103,0.009708738,0
0,PED,2023Q2,1,0,0,212,0.004716981,0
0,PHX,2009Q1,1,0,0,19,0.052631579,0
0,PHX,2011Q4,1,0,0,38,0.026315789,0
0,PHX,2018Q2,1,0,0,130,0.007692308,0
0,PHX,2019Q4,1,0,0,172,0.005813953,0
0,PHX,2022Q1,1,0,0,150,0.006666667,0
0,PHX,2023Q2,2,0,0,212,0.009433962,0
0,PR,1998Q4,1,1,1,8,0.125,0.125
0,PR,2000Q1,2,1,2,8,0.25,0.5
0,PR,2000Q2,2,0.5,1,10,0.2,0.2
0,PR,2000Q3,2,0,0,8,0.25,0
0,PR,2002Q3,1,1,1,8,0.125,0.125
0,PR,2002Q4,1,0,0,9,0.111111111,0
0,PR,2004Q1,1,0,0,19,0.052631579,0
0,PR,2004Q2,1,0,0,11,0.090909091,0
0,PR,2004Q3,1,0,0,14,0.071428571,0
0,PR,2006Q2,2,0.5,1,16,0.125,0.125
0,PR,2006Q3,2,-1,-2,18,0.111111111,-0.222222222
0,PR,2007Q2,1,0,0,23,0.043478261,0
0,PR,2007Q3,1,0,0,12,0.083333333,0
0,PR,2008Q2,1,1,1,9,0.111111111,0.111111111
0,PR,2010Q1,1,0,0,25,0.04,0
0,PR,2010Q3,1,0,0,92,0.010869565,0
0,PR,2010Q4,1,0,0,41,0.024390244,0
0,PR,2011Q1,1,0,0,39,0.025641026,0
0,PR,2011Q3,1,0,0,28,0.035714286,0
0,PR,2011Q4,1,0,0,38,0.026315789,0
0,PR,2012Q3,2,0.5,1,54,0.037037037,0.037037037
0,PR,2013Q2,1,0,0,47,0.021276596,0
0,PR,2013Q3,1,0,0,55,0.018181818,0
0,PR,2013Q4,1,0,0,41,0.024390244,0
0,PR,2014Q3,1,0,0,39,0.025641026,0
0,PR,2015Q1,1,0,0,73,0.01369863,0
0,PR,2016Q2,1,0,0,90,0.011111111,0
0,PR,2017Q1,1,0,0,73,0.01369863,0
0,PR,2017Q3,1,-1,-1,112,0.008928571,-0.008928571
0,PR,2017Q4,1,0,0,125,0.008,0
0,PR,2018Q2,1,0,0,130,0.007692308,0
0,PR,2018Q3,2,0,0,126,0.015873016,0
0,PR,2019Q3,1,1,1,157,0.006369427,0.006369427
0,PR,2020Q1,4,0.25,1,213,0.018779343,0.018779343
0,PR,2020Q2,1,-1,-1,190,0.005263158,-0.005263158
0,PR,2020Q3,2,0.5,1,144,0.013888889,0.013888889
0,PR,2020Q4,4,0.25,1,180,0.022222222,0.022222222
0,PR,2021Q1,2,0,0,215,0.009302326,0
0,PR,2021Q2,2,0.5,1,193,0.010362694,0.010362694
0,PR,2021Q3,2,0,0,216,0.009259259,0
0,PR,2022Q1,1,0,0,150,0.006666667,0
0,PR,2022Q2,1,0,0,131,0.007633588,0
0,PR,2022Q3,1,0,0,103,0.009708738,0
0,PR,2022Q4,3,0,0,153,0.019607843,0
0,PR,2023Q2,3,0.666666667,2,212,0.014150943,0.028301887
0,PR,2023Q3,1,0,0,137,0.00729927,0
0,PR,2023Q4,2,0.5,1,130,0.015384615,0.015384615
0,PR,2024Q1,3,0.333333333,1,128,0.0234375,0.0234375
0,PR,2024Q3,1,0,0,163,0.006134969,0
0,PR,2024Q4,2,0,0,146,0.01369863,0
0,PTEN,2003Q4,1,0,0,11,0.090909091,0
0,PTEN,2011Q1,1,0,0,39,0.025641026,0
0,PTEN,2020Q2,1,0,0,190,0.005263158,0
0,PTEN,2022Q1,1,0,0,150,0.006666667,0
0,PTEN,2024Q4,1,0,0,146,0.006849315,0
0,PUMP,2020Q3,1,0,0,144,0.006944444,0
0,PUMP,2022Q2,1,0,0,131,0.007633588,0
0,RES,2024Q4,2,1,2,146,0.01369863,0.02739726
0,RIG,2010Q2,1,-2,-2,55,0.018181818,-0.036363636
0,RIG,2012Q4,1,-1,-1,45,0.022222222,-0.022222222
0,RIG,2013Q1,1,-2,-2,68,0.014705882,-0.029411765
0,RIG,2017Q1,1,1,1,73,0.01369863,0.01369863
0,RIG,2018Q1,1,0,0,94,0.010638298,0
0,RIG,2018Q2,1,1,1,130,0.007692308,0.007692308
0,RIG,2023Q2,1,0,0,212,0.004716981,0
0,RIG,2024Q4,1,1,1,146,0.006849315,0.006849315
0,SD,2002Q1,1,0,0,32,0.03125,0
0,SD,2017Q4,1,-1,-1,125,0.008,-0.008
0,SD,2020Q2,1,0,0,190,0.005263158,0
0,SDRL,2024Q4,1,0,0,146,0.006849315,0
0,SDRL,2025Q1,1,1,1,9,0.111111111,0.111111111
0,SLB,2000Q2,1,1,1,10,0.1,0.1
0,SLB,2005Q1,1,-1,-1,17,0.058823529,-0.058823529
0,SLB,2007Q2,1,0,0,23,0.043478261,0
0,SLB,2011Q4,1,1,1,38,0.026315789,0.026315789
0,SLB,2012Q3,1,1,1,54,0.018518519,0.018518519
0,SLB,2013Q2,1,2,2,47,0.021276596,0.042553191
0,SLB,2015Q3,3,-0.333333333,-1,95,0.031578947,-0.031578947
0,SLB,2015Q4,1,0,0,74,0.013513514,0
0,SLB,2016Q1,1,1,1,88,0.011363636,0.011363636
0,SLB,2016Q2,1,-1,-1,90,0.011111111,-0.011111111
0,SLB,2017Q3,1,1,1,112,0.008928571,0.008928571
0,SLB,2018Q4,1,0,0,143,0.006993007,0
0,SLB,2019Q1,1,1,1,140,0.007142857,0.007142857
0,SLB,2019Q3,1,0,0,157,0.006369427,0
0,SLB,2020Q3,1,2,2,144,0.006944444,0.013888889
0,SLB,2020Q4,2,0.5,1,180,0.011111111,0.011111111
0,SLB,2021Q1,2,0,0,215,0.009302326,0
0,SLB,2021Q2,1,0,0,193,0.005181347,0
0,SLB,2021Q3,1,-1,-1,216,0.00462963,-0.00462963
0,SLB,2021Q4,3,-0.333333333,-1,164,0.018292683,-0.018292683
0,SLB,2022Q1,1,1,1,150,0.006666667,0.006666667
0,SLB,2022Q3,2,0.5,1,103,0.019417476,0.019417476
0,SLB,2022Q4,4,1,4,153,0.026143791,0.104575163
0,SLB,2023Q1,1,2,2,151,0.006622517,0.013245033
0,SLB,2023Q2,5,0.8,4,212,0.023584906,0.094339623
0,SLB,2023Q3,5,-0.2,-1,137,0.03649635,-0.03649635
0,SLB,2023Q4,1,0,0,130,0.007692308,0
0,SLB,2024Q1,1,1,1,128,0.0078125,0.0078125
0,SLB,2024Q2,1,0,0,102,0.009803922,0
0,SLB,2024Q3,2,1.5,3,163,0.012269939,0.036809816
0,SLB,2024Q4,2,0,0,146,0.01369863,0
0,STR,1999Q3,1,1,1,14,0.071428571,0.071428571
0,STR,2004Q4,1,0,0,12,0.083333333,0
0,STR,2006Q4,1,0,0,10,0.1,0
0,STR,2008Q4,1,0,0,18,0.055555556,0
0,STR,2009Q2,1,0,0,15,0.066666667,0
0,STR,2009Q4,1,0,0,32,0.03125,0
0,STR,2010Q2,3,0,0,55,0.054545455,0
0,STR,2010Q3,1,0,0,92,0.010869565,0
0,STR,2011Q3,1,1,1,28,0.035714286,0.035714286
0,STR,2012Q2,1,-1,-1,35,0.028571429,-0.028571429
0,STR,2012Q4,1,-1,-1,45,0.022222222,-0.022222222
0,STR,2013Q3,2,1,2,55,0.036363636,0.072727273
0,STR,2014Q1,1,1,1,29,0.034482759,0.034482759
0,STR,2014Q3,1,0,0,39,0.025641026,0
0,STR,2014Q4,1,0,0,81,0.012345679,0
0,STR,2015Q1,3,0,0,73,0.04109589,0
0,STR,2016Q1,2,0,0,88,0.022727273,0
0,STR,2016Q2,1,0,0,90,0.011111111,0
0,STR,2016Q3,3,0,0,88,0.034090909,0
0,STR,2016Q4,1,0,0,73,0.01369863,0
0,STR,2017Q1,2,0,0,73,0.02739726,0
0,STR,2017Q3,4,0,0,112,0.035714286,0
0,STR,2018Q1,2,0,0,94,0.021276596,0
0,STR,2018Q2,2,0.5,1,130,0.015384615,0.015384615
0,STR,2018Q3,1,0,0,126,0.007936508,0
0,STR,2018Q4,2,0,0,143,0.013986014,0
0,STR,2019Q1,3,0,0,140,0.021428571,0
0,STR,2019Q2,6,-0.166666667,-1,154,0.038961039,-0.038961039
0,STR,2019Q3,5,0,0,157,0.031847134,0
0,STR,2019Q4,6,0,0,172,0.034883721,0
0,STR,2020Q1,22,-0.363636364,-8,213,0.103286385,-0.82629108
0,STR,2020Q2,19,-0.315789474,-6,190,0.1,-0.6
0,STR,2020Q3,18,-0.111111111,-2,144,0.125,-0.25
0,STR,2020Q4,13,-0.307692308,-4,180,0.072222222,-0.288888889
0,STR,2021Q1,19,0.157894737,3,215,0.088372093,0.265116279
0,STR,2021Q2,13,0.153846154,2,193,0.067357513,0.134715026
0,STR,2021Q3,15,0.2,3,216,0.069444444,0.208333333
0,STR,2021Q4,13,-0.076923077,-1,164,0.079268293,-0.079268293
0,STR,2022Q1,8,0.125,1,150,0.053333333,0.053333333
0,STR,2022Q2,7,0,0,131,0.053435115,0
0,STR,2022Q3,18,-0.166666667,-3,103,0.174757282,-0.524271845
0,STR,2022Q4,4,0.5,2,153,0.026143791,0.052287582
0,STR,2023Q1,5,0,0,151,0.033112583,0
0,STR,2023Q2,8,0.375,3,212,0.037735849,0.113207547
0,STR,2023Q3,11,0.090909091,1,137,0.080291971,0.080291971
0,STR,2023Q4,2,0,0,130,0.015384615,0
0,STR,2024Q1,5,0.2,1,128,0.0390625,0.0390625
0,STR,2024Q2,3,0.333333333,1,102,0.029411765,0.029411765
0,STR,2024Q3,2,0,0,163,0.012269939,0
0,TTI,2000Q2,2,0.5,1,10,0.2,0.2
0,TTI,2001Q4,1,0,0,12,0.083333333,0
0,TTI,2002Q1,2,0,0,32,0.0625,0
0,TTI,2004Q1,1,0,0,19,0.052631579,0
0,TTI,2007Q3,1,1,1,12,0.083333333,0.083333333
0,TTI,2009Q3,1,0,0,27,0.037037037,0
0,TTI,2016Q2,1,0,0,90,0.011111111,0
0,TTI,2017Q1,4,0,0,73,0.054794521,0
0,TTI,2018Q3,1,0,0,126,0.007936508,0
0,TTI,2020Q1,1,0,0,213,0.004694836,0
0,TTI,2020Q3,2,0.5,1,144,0.013888889,0.013888889
0,TTI,2020Q4,1,0,0,180,0.005555556,0
0,TTI,2021Q1,1,0,0,215,0.004651163,0
0,TTI,2021Q2,1,0,0,193,0.005181347,0
0,TTI,2021Q3,1,-1,-1,216,0.00462963,-0.00462963
0,TTI,2022Q4,2,0,0,153,0.013071895,0
0,TTI,2023Q4,1,0,0,130,0.007692308,0
