topic,quarter,total_mentions,avg_sentiment,sum_sentiment,quarter_total_mentions,mention_percentage,weighted_sentiment,topic_type
3,2016Q4,31,0.129032258,4,73,0.424657534,1.698630137,lda
3,2017Q1,26,0.230769231,6,73,0.356164384,2.136986301,lda
3,2017Q2,36,0.027777778,1,98,0.367346939,0.367346939,lda
3,2017Q3,34,0.058823529,2,112,0.303571429,0.607142857,lda
3,2017Q4,48,-0.104166667,-5,125,0.384,-1.92,lda
3,2018Q1,37,0.297297297,11,94,0.393617021,4.329787234,lda
3,2018Q2,42,-0.023809524,-1,130,0.323076923,-0.323076923,lda
3,2018Q3,46,0.195652174,9,126,0.365079365,3.285714286,lda
3,2018Q4,40,-0.05,-2,143,0.27972028,-0.559440559,lda
3,2019Q1,53,0.018867925,1,140,0.378571429,0.378571429,lda
3,2019Q2,58,0.086206897,5,154,0.376623377,1.883116883,lda
3,2019Q3,52,0.134615385,7,157,0.331210191,2.318471338,lda
3,2019Q4,55,-0.272727273,-15,172,0.319767442,-4.796511628,lda
3,2020Q1,77,-0.441558442,-34,213,0.361502347,-12.29107981,lda
3,2020Q2,84,-0.773809524,-65,190,0.442105263,-28.73684211,lda
3,2020Q3,37,-0.378378378,-14,144,0.256944444,-3.597222222,lda
3,2020Q4,51,-0.176470588,-9,180,0.283333333,-2.55,lda
3,2021Q1,61,0.180327869,11,215,0.28372093,3.120930233,lda
3,2021Q2,32,0.15625,5,193,0.165803109,0.829015544,lda
3,2021Q3,83,0.265060241,22,216,0.384259259,8.453703704,lda
3,2021Q4,45,0.244444444,11,164,0.274390244,3.018292683,lda
3,2022Q1,44,0.227272727,10,150,0.293333333,2.933333333,lda
3,2022Q2,48,0.166666667,8,131,0.366412214,2.93129771,lda
3,2022Q3,20,0.25,5,103,0.194174757,0.970873786,lda
3,2022Q4,28,-0.035714286,-1,153,0.183006536,-0.183006536,lda
3,2023Q1,42,0.214285714,9,151,0.278145695,2.503311258,lda
3,2023Q2,57,0.192982456,11,212,0.268867925,2.95754717,lda
3,2023Q3,31,-0.064516129,-2,137,0.226277372,-0.452554745,lda
3,2023Q4,38,0.184210526,7,130,0.292307692,2.046153846,lda
3,2024Q1,37,0.081081081,3,128,0.2890625,0.8671875,lda
3,2024Q2,37,0.135135135,5,102,0.362745098,1.81372549,lda
3,2024Q3,96,0.5,48,163,0.588957055,28.26993865,lda
3,2024Q4,81,0.037037037,3,146,0.554794521,1.664383562,lda
3,2025Q1,4,0.75,3,9,0.444444444,1.333333333,lda
4,2011Q1,1,0,0,39,0.025641026,0,lda
4,2012Q1,1,0,0,48,0.020833333,0,lda
4,2013Q2,1,1,1,47,0.021276596,0.021276596,lda
4,2013Q4,1,0,0,41,0.024390244,0,lda
4,2014Q1,1,1,1,29,0.034482759,0.034482759,lda
4,2015Q1,1,0,0,73,0.01369863,0,lda
4,2015Q4,2,0,0,74,0.027027027,0,lda
4,2016Q1,3,0,0,88,0.034090909,0,lda
4,2016Q3,1,0,0,88,0.011363636,0,lda
4,2016Q4,1,0,0,73,0.01369863,0,lda
4,2017Q2,2,0,0,98,0.020408163,0,lda
4,2017Q3,1,0,0,112,0.008928571,0,lda
4,2017Q4,1,0,0,125,0.008,0,lda
4,2018Q1,1,0,0,94,0.010638298,0,lda
4,2018Q2,2,0.5,1,130,0.015384615,0.015384615,lda
4,2018Q3,3,0,0,126,0.023809524,0,lda
4,2018Q4,4,0,0,143,0.027972028,0,lda
4,2019Q1,3,0,0,140,0.021428571,0,lda
4,2019Q2,1,0,0,154,0.006493506,0,lda
4,2019Q3,7,0.285714286,2,157,0.044585987,0.089171975,lda
4,2019Q4,2,0,0,172,0.011627907,0,lda
4,2020Q1,1,0,0,213,0.004694836,0,lda
4,2020Q4,3,0.666666667,2,180,0.016666667,0.033333333,lda
4,2021Q1,7,-0.142857143,-1,215,0.03255814,-0.03255814,lda
4,2021Q2,3,0,0,193,0.015544041,0,lda
4,2021Q3,1,0,0,216,0.00462963,0,lda
4,2021Q4,1,0,0,164,0.006097561,0,lda
4,2022Q1,7,0,0,150,0.046666667,0,lda
4,2022Q2,4,-0.25,-1,131,0.030534351,-0.030534351,lda
4,2022Q3,4,0.75,3,103,0.038834951,0.116504854,lda
4,2022Q4,10,0.3,3,153,0.065359477,0.196078431,lda
4,2023Q1,4,0.25,1,151,0.026490066,0.026490066,lda
4,2023Q2,5,-0.2,-1,212,0.023584906,-0.023584906,lda
4,2023Q3,2,0,0,137,0.01459854,0,lda
4,2023Q4,4,0,0,130,0.030769231,0,lda
4,2024Q1,4,0,0,128,0.03125,0,lda
4,2024Q2,4,-0.5,-2,102,0.039215686,-0.078431373,lda
4,2024Q3,2,0,0,163,0.012269939,0,lda
4,2024Q4,1,0,0,146,0.006849315,0,lda
