date,source,supply_side,demand_side,financial_risk,geopolitical_risk,esg_regulation,natural_factor
2018-11-06,Thomson_Reuters,0,0,0,0,0,1
2017-08-02,Thomson_Reuters,0,0,0,0,0,1
2018-07-09,Thomson_Reuters,0,0,0,0,0,1
2019-05-16,Thomson_Reuters,0,0,0,0,0,1
2019-01-21,Thomson_Reuters,0,0,0,0,0,1
2016-03-31,Thomson_Reuters,0,0,0,0,0,1
2019-08-22,Thomson_Reuters,1,0,0,0,0,1
2004-04-14,The_Wall_Street_Journal,0,0,0,0,0,1
2019-01-10,Thomson_Reuters,0,0,0,0,0,1
2019-09-04,Thomson_Reuters,0,0,1,0,0,1
2015-12-08,Financial_Times,1,0,0,0,0,2
2016-12-21,Thomson_Reuters,0,0,0,0,0,1
2013-10-30,Thomson_Reuters,0,0,0,0,0,1
2017-07-27,Thomson_Reuters,0,0,0,0,0,1
2002-07-17,The_Wall_Street_Journal,0,0,0,0,0,1
2019-01-22,The_Wall_Street_Journal,1,0,2,0,0,1
2019-08-01,Thomson_Reuters,0,0,1,0,0,1
2012-02-05,The_Wall_Street_Journal,3,0,0,0,0,1
2019-09-17,Financial_Times,0,0,1,0,0,1
2018-03-15,The_Wall_Street_Journal,0,0,0,0,0,1
2017-11-09,Thomson_Reuters,0,0,0,0,0,1
2019-07-04,Thomson_Reuters,0,0,0,0,0,2
2019-06-04,Thomson_Reuters,0,0,1,0,0,1
2018-10-17,Thomson_Reuters,0,1,0,0,0,1
2019-03-21,The_Wall_Street_Journal,0,0,1,0,0,1
2019-05-16,Thomson_Reuters,0,0,1,0,0,1
2019-05-08,The_Wall_Street_Journal,0,0,1,0,0,1
2005-12-29,The_Wall_Street_Journal,0,0,1,0,0,1
2014-11-06,The_Wall_Street_Journal,0,0,0,0,0,1
2013-06-09,The_Wall_Street_Journal,2,0,1,0,0,1
2005-12-27,The_Wall_Street_Journal,0,0,1,0,0,1
2017-05-23,Thomson_Reuters,0,0,0,0,0,1
2017-11-21,Thomson_Reuters,0,0,0,0,0,1
2018-06-28,Thomson_Reuters,3,0,0,1,0,2
2018-06-12,Thomson_Reuters,0,0,0,0,0,1
2017-10-18,The_Wall_Street_Journal,0,0,0,0,0,1
2014-06-13,The_Wall_Street_Journal,0,0,0,0,0,1
2019-01-15,Thomson_Reuters,0,0,0,0,0,1
2019-07-01,The_Wall_Street_Journal,0,0,1,0,0,1
2018-06-12,Thomson_Reuters,0,0,0,0,0,1
2016-07-26,Thomson_Reuters,0,0,0,0,0,1
2019-04-09,Thomson_Reuters,0,0,1,0,0,1
2017-05-18,Thomson_Reuters,0,0,0,0,0,1
2019-03-26,Financial_Times,0,0,1,0,0,1
2017-02-28,Thomson_Reuters,0,0,2,0,0,1
2007-03-04,The_Wall_Street_Journal,0,0,0,0,0,1
2014-02-18,The_Wall_Street_Journal,0,0,0,0,0,1
2014-10-21,Thomson_Reuters,0,0,0,0,0,1
2015-02-19,Thomson_Reuters,0,0,0,0,0,1
2018-11-07,Thomson_Reuters,0,1,0,0,0,1
2003-12-04,The_Wall_Street_Journal,0,0,2,0,0,1
2017-07-11,Thomson_Reuters,0,0,0,0,0,1
2019-10-24,Thomson_Reuters,0,0,0,0,0,1
2017-07-19,Thomson_Reuters,0,0,1,0,0,1
2019-01-16,Financial_Times,0,0,0,0,0,1
2013-05-31,The_Wall_Street_Journal,0,0,1,0,0,1
2019-05-13,Thomson_Reuters,0,0,0,0,0,1
2018-10-05,Thomson_Reuters,0,1,0,0,0,1
2015-03-04,The_Wall_Street_Journal,0,0,0,0,0,1
2019-06-30,The_Wall_Street_Journal,0,2,0,0,0,1
2019-09-04,Thomson_Reuters,0,0,1,0,0,1
2012-12-04,The_Wall_Street_Journal,0,0,0,0,0,2
2017-07-26,Thomson_Reuters,0,0,1,0,0,1
2017-03-01,Thomson_Reuters,0,1,1,0,0,1
2016-01-27,Thomson_Reuters,0,0,0,0,0,1
2019-09-24,The_Wall_Street_Journal,0,0,0,0,0,1
2016-03-01,The_Wall_Street_Journal,0,0,0,0,0,1
2017-11-23,Thomson_Reuters,0,0,0,0,0,1
2019-12-02,Thomson_Reuters,0,0,0,0,0,1
2017-06-02,Thomson_Reuters,1,0,0,0,0,1
2019-09-24,Thomson_Reuters,0,0,0,0,0,1
2016-08-19,Thomson_Reuters,0,0,1,0,0,1
2019-12-30,Thomson_Reuters,0,0,0,0,0,1
2003-04-23,The_Wall_Street_Journal,0,0,1,0,0,1
2016-12-01,Thomson_Reuters,0,0,0,0,0,1
2008-12-24,The_Wall_Street_Journal,0,0,0,0,0,1
2017-11-16,Thomson_Reuters,0,0,0,0,0,1
2019-03-12,Financial_Times,0,0,0,0,0,1
2019-02-07,Financial_Times,0,0,0,0,0,1
2023-06-14,South_China_Morning_Post,0,0,0,0,0,1
2011-05-13,Thomson_Reuters,0,0,0,0,0,1
2019-11-06,Thomson_Reuters,0,0,1,0,0,1
2016-02-14,The_Wall_Street_Journal,0,0,0,0,0,1
2018-10-12,Thomson_Reuters,0,1,0,0,0,1
2011-10-26,The_Wall_Street_Journal,1,0,0,0,0,1
2015-07-14,Thomson_Reuters,0,0,0,0,0,1
2012-08-09,The_Wall_Street_Journal,0,0,0,0,0,1
2017-07-31,Thomson_Reuters,0,0,1,0,0,1
2009-11-11,Thomson_Reuters,0,0,0,0,0,1
2015-11-05,The_Jakarta_Post,0,0,0,0,0,1
2016-10-21,Thomson_Reuters,0,0,1,0,0,1
2019-11-11,The_Wall_Street_Journal,3,0,3,0,0,1
2019-06-24,Thomson_Reuters,0,0,0,0,0,1
2013-06-02,The_Wall_Street_Journal,0,0,1,0,0,1
2016-08-09,The_Wall_Street_Journal,0,0,0,0,0,1
2019-08-22,Thomson_Reuters,0,0,0,0,0,1
2005-04-08,The_Wall_Street_Journal,0,0,2,0,0,1
2017-07-20,Thomson_Reuters,0,0,1,0,0,1
2017-11-16,Thomson_Reuters,0,0,0,0,0,1
2016-09-06,Thomson_Reuters,0,0,0,0,0,1
2015-05-22,Thomson_Reuters,0,0,0,0,0,1
2015-10-05,Thomson_Reuters,0,1,1,0,0,2
2017-06-19,Financial_Times,1,0,2,0,0,1
2016-03-31,Financial_Times,0,0,3,0,1,1
2011-04-06,The_Wall_Street_Journal,0,0,0,0,0,1
2019-03-26,Financial_Times,0,0,0,0,0,1
2014-03-21,The_Wall_Street_Journal,0,0,0,0,0,1
2006-07-10,The_Wall_Street_Journal,0,0,0,0,0,1
2017-07-03,The_Wall_Street_Journal,1,0,0,0,0,1
2019-01-04,Thomson_Reuters,0,0,0,0,0,1
2018-12-10,Financial_Times,0,0,0,0,0,1
2017-09-13,The_Wall_Street_Journal,0,0,0,0,0,1
2019-04-08,Thomson_Reuters,0,0,0,0,0,2
2016-02-03,The_Wall_Street_Journal,0,0,0,0,0,1
2019-09-12,Financial_Times,0,0,0,0,0,1
2019-11-20,Financial_Times,0,0,0,0,0,1
2017-06-24,Thomson_Reuters,0,0,0,0,0,1
2009-11-11,Thomson_Reuters,0,0,0,0,0,1
2014-12-22,The_Wall_Street_Journal,0,0,0,0,0,1
2019-01-13,The_Wall_Street_Journal,2,0,1,0,0,1
2019-09-28,Thomson_Reuters,0,0,0,0,0,1
2011-11-04,Financial_Times,0,0,0,0,0,1
2014-03-21,Thomson_Reuters,0,0,0,0,0,1
2019-12-06,Thomson_Reuters,0,0,0,0,0,1
2015-09-30,Thomson_Reuters,0,0,0,0,0,1
2017-07-27,Thomson_Reuters,0,0,1,0,0,1
2010-12-09,The_Wall_Street_Journal,0,0,0,0,0,1
2016-10-14,Thomson_Reuters,0,0,0,0,0,1
2011-03-17,The_Wall_Street_Journal,0,0,0,0,0,1
2019-03-12,Financial_Times,0,0,1,0,0,1
2019-06-27,Financial_Times,0,0,1,0,0,1
2019-06-17,Financial_Times,0,0,0,0,0,1
2010-07-29,The_Wall_Street_Journal,0,0,0,0,0,1
2019-06-19,Thomson_Reuters,0,0,1,0,0,1
2018-06-12,Thomson_Reuters,0,0,0,0,0,1
2005-12-05,The_Wall_Street_Journal,0,0,1,0,0,1
2016-01-15,Thomson_Reuters,0,0,0,0,0,1
2018-02-14,Financial_Times,0,0,1,0,0,2
2019-09-02,Thomson_Reuters,0,0,0,0,0,1
2018-11-29,Thomson_Reuters,0,0,0,0,0,1
2018-10-08,Thomson_Reuters,0,1,0,0,0,1
2014-11-24,Thomson_Reuters,0,0,0,0,0,1
2019-02-11,The_Wall_Street_Journal,1,0,0,0,0,1
2018-07-02,Thomson_Reuters,0,0,0,0,0,1
2016-02-04,Thomson_Reuters,0,0,0,0,1,1
2019-12-04,Thomson_Reuters,0,0,0,0,0,1
2017-06-02,Thomson_Reuters,0,0,0,0,0,1
2014-06-17,The_Wall_Street_Journal,0,0,1,0,0,1
2015-12-08,Thomson_Reuters,0,0,1,0,0,1
2018-07-02,The_Wall_Street_Journal,0,0,0,0,0,1
2001-10-12,The_Wall_Street_Journal,0,0,0,0,0,1
2018-04-20,Thomson_Reuters,0,0,0,0,0,1
2016-01-15,Thomson_Reuters,0,0,0,0,0,1
2019-09-02,Financial_Times,0,0,1,0,0,1
2018-09-23,The_Wall_Street_Journal,0,0,0,0,0,1
2011-06-24,The_Wall_Street_Journal,0,0,0,0,0,1
2016-07-18,Thomson_Reuters,0,0,0,0,0,1
2019-06-27,Financial_Times,0,0,1,0,0,1
2017-06-24,The_Wall_Street_Journal,1,0,1,0,0,1
2019-12-16,The_Jakarta_Post,0,0,0,0,3,2
2016-05-02,The_Wall_Street_Journal,1,0,0,0,0,1
2011-04-15,Financial_Times,0,0,1,0,0,1
2019-09-24,Financial_Times,0,1,0,0,0,1
2019-08-28,Thomson_Reuters,0,0,1,0,0,1
2017-01-05,Thomson_Reuters,0,0,0,0,0,1
2001-06-15,The_Wall_Street_Journal,0,0,1,0,0,1
2019-03-26,Thomson_Reuters,0,0,0,0,0,1
2019-10-21,Thomson_Reuters,1,0,0,0,0,1
2019-10-10,Thomson_Reuters,0,0,0,0,0,1
2019-04-15,Thomson_Reuters,0,1,0,0,0,1
2019-04-20,Thomson_Reuters,0,0,0,0,0,1
2018-07-26,Financial_Times,0,0,0,0,0,1
2018-08-21,The_Wall_Street_Journal,0,0,0,0,0,1
2015-11-03,Financial_Times,0,0,0,0,0,1
2016-12-29,Financial_Times,0,0,0,0,0,1
2019-05-16,Thomson_Reuters,0,0,0,0,0,1
2011-02-14,The_Wall_Street_Journal,0,0,0,0,0,1
2019-05-08,Thomson_Reuters,0,0,0,0,0,1
2019-12-30,Financial_Times,0,0,0,0,0,1
2019-02-06,The_Wall_Street_Journal,0,0,0,0,0,1
2016-12-19,Thomson_Reuters,0,0,0,0,0,1
2019-02-25,Thomson_Reuters,0,0,0,0,0,1
2016-06-08,Thomson_Reuters,0,0,0,0,0,1
2019-04-23,Financial_Times,0,1,2,0,0,1
2019-05-31,Thomson_Reuters,0,1,0,0,0,1
2016-08-09,Thomson_Reuters,0,0,0,0,0,1
2015-06-19,Thomson_Reuters,0,0,0,0,0,1
2019-05-09,Financial_Times,0,0,0,0,0,1
2016-06-15,Thomson_Reuters,0,0,0,0,0,1
2019-09-24,Financial_Times,0,0,0,0,0,1
2019-06-03,Thomson_Reuters,0,0,0,0,0,1
2018-01-16,Thomson_Reuters,0,0,0,0,0,1
2017-11-16,Thomson_Reuters,0,0,0,0,0,1
2018-10-29,Thomson_Reuters,0,0,0,0,0,1
2019-12-11,Financial_Times,3,0,1,0,0,1
2013-02-03,Financial_Times,0,0,0,0,0,2
2017-06-05,Thomson_Reuters,0,0,0,0,0,1
2016-10-14,Thomson_Reuters,0,0,0,0,0,1
2014-11-04,Thomson_Reuters,0,0,0,0,0,1
2019-10-21,Thomson_Reuters,0,0,0,0,0,1
2016-05-27,Thomson_Reuters,0,0,0,0,1,1
2018-10-15,Thomson_Reuters,0,1,0,0,0,1
2019-10-10,The_Wall_Street_Journal,0,0,0,0,0,1
2017-07-11,Thomson_Reuters,0,0,0,0,0,1
2016-12-21,Thomson_Reuters,0,0,0,0,0,1
2019-06-09,Financial_Times,0,0,1,0,0,1
2013-06-14,The_Wall_Street_Journal,0,0,0,0,0,1
2012-09-28,The_Wall_Street_Journal,0,0,0,0,0,1
2016-08-09,Thomson_Reuters,0,0,0,0,0,1
2008-05-01,The_Wall_Street_Journal,0,0,0,0,0,1
2017-10-31,Thomson_Reuters,0,0,0,0,0,1
2019-01-27,The_Wall_Street_Journal,1,0,1,0,0,3
2019-06-24,Thomson_Reuters,0,0,0,0,0,1
2014-07-13,Financial_Times,0,0,4,0,0,1
2013-11-19,Financial_Times,0,0,0,0,0,1
2014-08-27,Financial_Times,0,0,0,0,0,2
2016-10-31,The_Wall_Street_Journal,0,0,0,0,0,1
2017-07-12,Financial_Times,0,0,0,0,0,1
2018-05-29,Thomson_Reuters,1,0,0,0,1,1
2019-01-22,Financial_Times,0,0,0,0,0,1
2019-04-02,Thomson_Reuters,0,0,0,0,0,1
2013-11-11,Financial_Times,0,0,0,0,0,1
2017-10-23,Financial_Times,1,0,1,0,0,2
2017-11-08,Thomson_Reuters,0,0,0,0,0,1
2013-12-19,The_Wall_Street_Journal,0,0,0,0,0,1
2018-11-05,Thomson_Reuters,0,1,0,0,0,1
2015-06-26,Thomson_Reuters,0,0,0,0,0,1
2014-10-16,Thomson_Reuters,0,0,0,0,0,1
2004-03-26,The_Wall_Street_Journal,1,0,0,0,0,1
2019-05-09,Financial_Times,1,0,0,0,0,1
2015-11-17,Thomson_Reuters,0,0,0,0,1,1
2013-04-18,Financial_Times,0,0,0,0,0,1
2011-03-09,The_Wall_Street_Journal,0,0,0,0,0,2
2017-01-23,Thomson_Reuters,1,0,0,0,0,1
2019-08-07,Financial_Times,0,0,2,1,0,3
2019-02-14,Thomson_Reuters,0,0,0,0,0,1
2013-07-07,Financial_Times,0,0,0,0,0,1
2017-03-20,Thomson_Reuters,0,0,0,0,1,1
2018-10-11,Thomson_Reuters,0,1,0,0,0,1
2005-12-29,The_Wall_Street_Journal,0,0,0,0,0,1
2019-06-28,The_Wall_Street_Journal,0,0,0,0,0,1
2018-05-16,Thomson_Reuters,0,0,0,0,0,1
2019-05-15,Thomson_Reuters,0,0,0,0,0,1
2015-03-13,Thomson_Reuters,0,0,2,0,0,1
2016-08-02,Thomson_Reuters,0,0,0,0,1,2
2017-06-07,Thomson_Reuters,0,1,0,0,0,1
2018-10-18,Thomson_Reuters,0,1,0,0,0,1
2018-09-24,Financial_Times,0,0,0,0,0,2
2019-10-22,Financial_Times,0,0,1,0,0,1
2016-11-23,Thomson_Reuters,1,0,0,0,0,1
2016-03-31,The_Wall_Street_Journal,1,0,3,0,0,1
2019-09-28,Thomson_Reuters,0,0,0,0,0,1
2014-12-09,Thomson_Reuters,0,0,0,0,0,1
2016-09-13,Thomson_Reuters,0,0,0,0,0,1
2019-02-06,Thomson_Reuters,0,0,0,0,0,1
2016-01-28,Thomson_Reuters,0,0,0,0,0,1
2017-09-28,Thomson_Reuters,0,1,0,0,0,1
2006-08-15,The_Wall_Street_Journal,0,0,0,0,0,1
2018-11-06,Thomson_Reuters,0,0,0,0,0,1
2019-05-08,The_Wall_Street_Journal,0,0,0,0,0,1
2019-08-01,Thomson_Reuters,0,0,0,0,0,1
2018-10-22,Thomson_Reuters,0,1,0,0,0,1
2007-03-02,The_Wall_Street_Journal,1,1,1,3,0,1
2016-06-29,Thomson_Reuters,0,0,0,0,0,1
2019-06-04,Thomson_Reuters,0,1,0,0,0,1
2011-03-19,The_Wall_Street_Journal,0,0,1,0,0,1
2019-09-05,Thomson_Reuters,0,0,0,0,0,1
2019-12-16,The_Wall_Street_Journal,0,0,0,0,0,1
2016-01-25,Thomson_Reuters,0,0,0,0,0,1
2018-09-26,Thomson_Reuters,0,0,0,0,0,1
2017-05-23,Thomson_Reuters,2,0,0,0,0,1
2019-02-11,Thomson_Reuters,0,0,0,0,0,1
2008-02-19,The_Wall_Street_Journal,0,0,0,0,0,1
2016-01-28,The_Wall_Street_Journal,0,0,0,0,0,1
2014-10-21,The_Wall_Street_Journal,0,0,0,0,0,1
2019-05-13,Thomson_Reuters,0,0,0,0,0,1
2014-10-14,Thomson_Reuters,0,0,0,0,0,1
2017-02-01,The_Wall_Street_Journal,0,1,0,0,0,1
2018-10-11,Thomson_Reuters,1,0,0,0,0,1
2019-09-02,Financial_Times,0,0,0,0,0,1
2005-12-28,The_Wall_Street_Journal,0,0,1,0,0,2
2018-11-08,Thomson_Reuters,0,1,0,0,0,1
2014-03-13,The_Wall_Street_Journal,0,0,0,0,0,1
2003-11-24,The_Wall_Street_Journal,0,0,0,0,0,1
2018-11-26,The_Wall_Street_Journal,2,0,0,0,0,2
2016-10-04,The_Wall_Street_Journal,0,0,0,0,0,1
2016-06-02,Financial_Times,0,0,1,0,1,1
2018-10-25,Thomson_Reuters,0,1,0,0,0,1
2007-03-02,The_Wall_Street_Journal,1,0,0,3,0,1
2023-08-11,Financial_Times,0,0,1,0,0,1
2023-08-01,Thomson_Reuters,1,0,0,0,0,2
2023-11-30,Channel_News_Asia,0,0,0,0,1,1
2023-08-02,Thomson_Reuters,0,0,0,0,0,1
2023-07-17,Thomson_Reuters,0,0,2,0,0,1
2023-10-11,Financial_Times,0,0,1,0,0,1
2024-01-11,Financial_Times,1,1,1,0,0,1
2023-08-21,Thomson_Reuters,0,0,0,0,0,1
2023-11-15,Thomson_Reuters,0,0,0,0,0,1
2023-07-09,Financial_Times,0,0,1,0,0,1
2023-11-11,Nikkei_Asia,0,0,0,0,0,1
2023-09-11,Financial_Times,0,0,2,0,0,1
2023-11-20,Financial_Times,0,0,1,0,0,1
2023-11-01,Financial_Times,0,0,0,0,0,1
2023-08-01,Thomson_Reuters,0,0,0,0,0,1
2023-10-16,The_Business_Times,0,0,0,0,2,2
2023-09-18,Financial_Times,0,0,2,0,0,1
2023-07-13,Thomson_Reuters,0,0,0,0,0,1
2023-11-27,Financial_Times,0,0,1,0,0,1
2024-01-05,Financial_Times,1,0,1,0,0,1
2023-10-17,Financial_Times,0,0,0,0,0,2
2023-08-14,Financial_Times,0,0,0,0,0,1
2023-11-01,Financial_Times,0,0,2,0,0,1
2023-08-18,Financial_Times,0,0,0,0,0,1
2023-06-27,Channel_News_Asia,0,0,0,0,0,1
2023-07-25,Thomson_Reuters,1,0,0,0,0,1
2023-11-16,The_Wall_Street_Journal,0,0,1,0,0,1
2023-08-20,Financial_Times,0,0,0,0,0,2
2023-10-25,Thomson_Reuters,0,1,1,0,0,2
2023-12-07,JoongAng_Daily,0,0,0,0,0,1
2023-08-22,Channel_News_Asia,0,0,0,0,0,1
2023-10-18,Financial_Times,0,0,3,0,1,2
2023-08-01,Thomson_Reuters,0,0,0,0,0,1
2023-07-28,Thomson_Reuters,0,0,0,0,0,1
2023-11-19,Financial_Times,0,0,1,0,0,1
2023-08-01,Thomson_Reuters,0,1,1,0,0,1
2023-07-31,Thomson_Reuters,0,0,0,0,0,1
2023-08-07,Financial_Times,0,1,0,0,2,3
2023-10-31,The_Wall_Street_Journal,0,0,1,0,0,1
2023-10-11,Financial_Times,0,1,1,0,7,2
2023-10-25,Financial_Times,2,1,0,0,0,1
2023-09-15,Financial_Times,0,0,0,0,0,1
2023-10-03,Thomson_Reuters,0,0,0,0,0,1
2023-07-04,Financial_Times,0,0,0,0,0,1
2023-11-07,Thomson_Reuters,0,0,0,0,0,1
2023-12-11,Financial_Times,0,0,0,0,0,1
2023-08-23,The_Wall_Street_Journal,0,0,0,0,0,2
2023-09-12,Financial_Times,0,0,1,0,0,1
2024-01-09,Financial_Times,0,0,2,0,0,1
2023-10-31,Thomson_Reuters,0,0,1,0,0,1
2023-08-18,Financial_Times,0,0,1,0,0,1
2023-11-12,Financial_Times,0,0,1,0,0,1
2023-11-01,Thomson_Reuters,0,0,0,0,0,1
2023-10-19,Financial_Times,0,0,0,0,0,2
2024-01-09,Financial_Times,1,1,0,0,3,3
2024-01-10,Financial_Times,0,0,2,0,1,1
2023-07-31,Financial_Times,0,0,0,0,0,1
2024-01-21,Financial_Times,0,0,1,0,0,1
2023-09-15,Financial_Times,0,0,1,0,0,1
2023-12-15,Financial_Times,1,1,2,0,2,1
2023-06-09,Thomson_Reuters,0,0,1,0,0,1
2023-09-08,Financial_Times,0,0,0,0,0,1
2023-11-21,Financial_Times,1,1,1,0,0,1
2023-11-29,Nikkei_Asia,0,0,0,0,0,1
2023-07-19,Nikkei_Asia,0,0,0,0,0,1
2023-09-04,Financial_Times,0,0,0,0,0,1
2023-10-13,Financial_Times,0,0,0,0,2,2
2023-10-18,Thomson_Reuters,0,1,0,0,0,1
2023-09-22,Financial_Times,1,2,2,2,3,1
2023-10-13,The_Wall_Street_Journal,0,0,0,0,0,1
2023-11-05,Financial_Times,2,1,0,0,1,2
2023-10-24,Financial_Times,0,0,0,0,0,1
2023-08-01,Thomson_Reuters,0,0,1,0,0,1
2023-10-03,Financial_Times,0,0,1,0,0,1
2024-04-04,Financial_Times,0,0,1,0,0,2
2024-04-01,Financial_Times,1,0,0,0,2,2
2024-03-06,Financial_Times,0,0,0,0,0,1
2024-04-04,Financial_Times,0,0,0,0,0,2
2024-03-06,Financial_Times,0,0,1,0,0,1
2024-05-25,Financial_Times,0,0,0,0,0,1
2024-04-16,Financial_Times,1,0,1,0,0,1
2024-03-11,Financial_Times,0,0,1,0,0,1
2024-03-12,Financial_Times,0,0,1,0,0,1
2024-03-23,Financial_Times,0,0,0,0,0,4
2024-02-27,Financial_Times,0,0,2,0,0,1
2024-03-07,Financial_Times,0,0,0,0,0,1
2024-02-05,Financial_Times,0,0,0,0,0,1
2024-02-13,Financial_Times,0,0,0,0,0,1
2024-04-14,Financial_Times,0,0,2,0,0,1
2024-03-25,Financial_Times,3,0,5,0,2,1
2024-04-26,Financial_Times,0,0,0,0,0,1
2024-04-08,Financial_Times,0,0,1,0,0,1
2024-06-04,Financial_Times,0,0,0,0,0,1
2024-04-13,Financial_Times,0,0,2,0,0,1
2024-02-12,Financial_Times,0,0,0,0,0,1
2024-04-15,Financial_Times,0,0,1,0,0,1
2024-03-11,Financial_Times,0,0,0,0,0,1
2024-02-18,Financial_Times,1,0,0,0,0,2
2024-04-29,Financial_Times,0,0,0,0,0,1
2024-03-04,Financial_Times,0,0,2,0,0,1
2024-04-08,Financial_Times,0,0,1,0,0,2
2024-04-23,Financial_Times,0,0,0,0,0,1
2024-03-23,Financial_Times,0,1,0,0,0,2
2024-05-23,Financial_Times,0,0,0,0,0,1
2024-03-24,Financial_Times,0,0,1,0,0,1
2024-06-04,Financial_Times,1,0,1,0,0,1
2024-03-12,Financial_Times,0,0,0,0,0,1
2024-02-23,Financial_Times,0,0,1,0,0,1
2024-04-12,Financial_Times,1,0,0,0,3,1
2024-04-10,Financial_Times,0,0,1,0,0,1
2024-05-08,Financial_Times,0,0,0,0,0,1
2024-04-15,Financial_Times,0,0,1,0,0,1
2024-05-31,Financial_Times,0,0,1,1,0,2
2024-02-04,Financial_Times,0,0,1,0,0,1
2024-06-04,Financial_Times,0,0,1,0,0,1
2024-05-09,Financial_Times,4,2,1,0,2,2
2024-05-23,Financial_Times,0,1,0,0,0,2
2024-01-06,Thomson_Reuters,1,0,1,0,0,1
2024-08-16,Channel_News_Asia,0,0,0,0,0,1
2024-02-25,The_Wall_Street_Journal,3,0,0,0,0,2
2024-09-05,The_Wall_Street_Journal,0,0,2,0,0,1
2024-02-12,The_Wall_Street_Journal,0,0,0,0,0,1
2024-09-23,Financial_Times,0,0,1,0,0,1
2024-07-24,The_Wall_Street_Journal,0,0,0,0,0,1
2024-08-20,The_Wall_Street_Journal,1,0,0,0,0,2
2024-09-12,Thomson_Reuters,0,0,0,0,0,1
2024-04-22,Thomson_Reuters,0,0,0,0,0,1
2024-03-15,Channel_News_Asia,0,0,0,0,0,1
2024-01-05,The_Wall_Street_Journal,3,0,1,0,0,1
2024-09-06,Financial_Times,0,0,3,0,0,1
2024-08-13,Financial_Times,0,1,0,0,0,1
2024-03-31,The_Wall_Street_Journal,3,1,0,0,0,2
2024-10-01,Financial_Times,4,0,0,0,0,2
2024-07-03,Financial_Times,0,0,0,0,0,1
2024-06-23,Financial_Times,2,0,0,0,1,1
2024-05-14,The_Wall_Street_Journal,0,0,0,0,0,1
2024-02-20,Thomson_Reuters,0,0,0,0,0,1
2024-06-11,Financial_Times,0,0,0,0,0,1
2024-03-11,The_Wall_Street_Journal,0,0,2,0,0,1
2024-09-06,Financial_Times,0,0,0,0,0,1
2024-03-11,The_Wall_Street_Journal,1,0,0,0,0,1
2024-04-19,The_Business_Times,0,1,1,0,0,1
2024-09-26,Financial_Times,1,2,0,0,1,2
2024-02-25,The_Wall_Street_Journal,0,0,0,0,0,1
2024-05-20,The_Wall_Street_Journal,0,0,1,0,0,1
2024-02-11,The_Wall_Street_Journal,1,0,0,0,0,4
2024-04-02,The_Wall_Street_Journal,1,0,0,0,0,1
2024-04-06,Channel_News_Asia,0,0,1,0,0,1
2024-02-25,Channel_News_Asia,0,0,0,0,0,1
2024-06-08,Channel_News_Asia,0,0,1,0,0,1
2024-07-20,Thomson_Reuters,0,0,0,0,0,2
2024-06-21,Financial_Times,0,0,0,0,1,2
2024-06-05,Financial_Times,1,1,0,0,0,1
2024-05-19,The_Business_Times,0,0,0,0,0,1
2024-01-05,Thomson_Reuters,1,0,0,0,0,1
2024-02-13,Thomson_Reuters,0,0,1,0,0,1
2024-09-05,Financial_Times,0,0,1,0,0,1
2024-09-23,Financial_Times,0,0,1,0,0,1
2024-06-28,Financial_Times,0,0,0,0,0,2
2024-08-31,Financial_Times,3,1,0,0,1,2
2024-03-07,The_Business_Times,0,0,0,0,0,1
2024-02-13,Taipei_Times,0,0,0,0,0,1
2024-08-16,The_Business_Times,0,0,0,0,0,1
2024-01-11,The_Wall_Street_Journal,1,0,2,0,0,1
2024-05-20,The_Wall_Street_Journal,0,0,1,0,0,1
2024-01-18,Thomson_Reuters,0,0,1,0,0,1
2024-08-15,Channel_News_Asia,0,0,0,0,0,1
2024-05-06,The_Wall_Street_Journal,0,0,0,0,0,1
2024-03-24,The_Wall_Street_Journal,0,1,0,0,0,3
2024-05-14,The_Business_Times,0,0,1,0,1,1
2024-03-21,The_Wall_Street_Journal,0,0,0,0,0,1
2024-01-11,The_Wall_Street_Journal,2,0,1,0,0,1
2024-08-03,The_Wall_Street_Journal,0,0,1,0,0,1
2024-07-31,The_Wall_Street_Journal,0,0,0,0,0,1
2024-05-13,The_Wall_Street_Journal,0,0,0,0,0,1
2024-01-12,Thomson_Reuters,0,0,1,0,0,2
2024-06-30,Financial_Times,1,0,2,0,0,1
2024-06-06,The_Wall_Street_Journal,0,0,0,0,0,2
2024-08-05,The_Wall_Street_Journal,0,0,0,0,0,1
2024-03-21,The_Business_Times,0,0,0,0,0,1
2024-08-25,Financial_Times,1,0,0,0,0,1
2024-06-07,Channel_News_Asia,0,0,0,0,0,1
2024-11-08,Financial_Times,0,0,1,0,0,1
2024-10-27,Financial_Times,0,0,0,0,0,1
2024-10-27,Financial_Times,0,0,0,0,0,1
2024-11-27,Financial_Times,0,0,0,0,0,1
2024-12-05,Financial_Times,0,0,0,0,0,1
2024-11-25,Financial_Times,0,0,2,0,0,1
2024-10-29,Financial_Times,0,1,1,0,0,1
2024-11-06,Financial_Times,2,0,1,1,1,1
2024-11-25,Financial_Times,0,0,0,0,1,3
2024-11-26,Financial_Times,0,1,2,0,1,1
2024-10-30,Financial_Times,0,0,0,0,0,1
2024-11-06,Financial_Times,0,0,1,0,0,1
2024-12-12,Financial_Times,0,0,0,0,0,2
2024-11-20,Financial_Times,0,0,0,0,0,1
2024-12-02,Financial_Times,0,2,1,0,0,1
