ticker,quarter,total_mentions,avg_sentiment,sum_sentiment,quarter_total_mentions,mention_percentage,weighted_sentiment
EQT,2022Q3,11,0.090909091,1,103,0.106796117,0.106796117
EQT,2022Q4,36,0.055555556,2,153,0.235294118,0.470588235
EQT,2023Q1,28,0.035714286,1,151,0.185430464,0.185430464
EQT,2023Q2,53,0.150943396,8,212,0.25,2
EQT,2023Q3,34,0.058823529,2,137,0.248175182,0.496350365
EQT,2023Q4,40,0.225,9,130,0.307692308,2.769230769
EQT,2024Q1,56,0.178571429,10,128,0.4375,4.375
EQT,2024Q2,38,0.078947368,3,102,0.37254902,1.117647059
EQT,2024Q3,28,0.25,7,163,0.171779141,1.202453988
EQT,2024Q4,26,0,0,146,0.178082192,0
ERF,2025Q1,1,2,2,9,0.111111111,0.222222222
EXE,1998Q2,1,0,0,3,0.333333333,0
EXE,1999Q4,1,0,0,6,0.166666667,0
EXE,2000Q2,1,0,0,10,0.1,0
EXE,2001Q1,1,0,0,22,0.045454545,0
EXE,2001Q3,1,0,0,10,0.1,0
EXE,2002Q2,1,0,0,12,0.083333333,0
EXE,2003Q3,2,0,0,4,0.5,0
EXE,2007Q3,1,0,0,12,0.083333333,0
EXE,2014Q4,1,0,0,81,0.012345679,0
EXE,2015Q3,1,0,0,95,0.010526316,0
EXE,2015Q4,1,0,0,74,0.013513514,0
EXE,2016Q1,1,0,0,88,0.011363636,0
EXE,2024Q3,2,1.5,3,163,0.012269939,0.036809816
EXE,2024Q4,3,0,0,146,0.020547945,0
FANG,2013Q4,1,1,1,41,0.024390244,0.024390244
FANG,2014Q2,1,0,0,38,0.026315789,0
FANG,2014Q3,1,0,0,39,0.025641026,0
FANG,2016Q1,6,0.166666667,1,88,0.068181818,0.068181818
FANG,2016Q3,3,0.666666667,2,88,0.034090909,0.068181818
FANG,2016Q4,3,0,0,73,0.04109589,0
FANG,2017Q1,3,0.333333333,1,73,0.04109589,0.04109589
FANG,2017Q2,8,-0.25,-2,98,0.081632653,-0.163265306
FANG,2017Q3,7,0.142857143,1,112,0.0625,0.0625
FANG,2017Q4,15,0,0,125,0.12,0
FANG,2018Q1,13,0.076923077,1,94,0.138297872,0.138297872
FANG,2018Q2,30,0,0,130,0.230769231,0
FANG,2018Q3,37,0,0,126,0.293650794,0
FANG,2018Q4,32,0,0,143,0.223776224,0
FANG,2019Q1,7,0,0,140,0.05,0
FANG,2019Q2,8,-0.125,-1,154,0.051948052,-0.051948052
FANG,2019Q3,10,0.1,1,157,0.063694268,0.063694268
FANG,2019Q4,2,0,0,172,0.011627907,0
FANG,2020Q1,14,-0.357142857,-5,213,0.0657277,-0.328638498
FANG,2020Q2,7,0,0,190,0.036842105,0
FANG,2020Q3,4,-1.5,-6,144,0.027777778,-0.166666667
FANG,2020Q4,8,0.375,3,180,0.044444444,0.133333333
FANG,2021Q1,11,-0.545454545,-6,215,0.051162791,-0.306976744
FANG,2021Q2,4,0.5,2,193,0.020725389,0.041450777
FANG,2021Q3,6,0.5,3,216,0.027777778,0.083333333
FANG,2021Q4,4,0,0,164,0.024390244,0
FANG,2022Q1,6,0,0,150,0.04,0
FANG,2022Q2,2,0,0,131,0.015267176,0
FANG,2022Q3,2,-0.5,-1,103,0.019417476,-0.019417476
FANG,2022Q4,5,0,0,153,0.032679739,0
FANG,2023Q2,5,0.2,1,212,0.023584906,0.023584906
FANG,2023Q3,1,0,0,137,0.00729927,0
FANG,2024Q1,2,0,0,128,0.015625,0
FANG,2024Q3,12,0.666666667,8,163,0.073619632,0.588957055
FANG,2024Q4,5,0,0,146,0.034246575,0
FANG,2025Q1,1,1,1,9,0.111111111,0.111111111
FTI,2024Q3,1,2,2,163,0.006134969,0.012269939
FTSI,2014Q2,1,0,0,38,0.026315789,0
GDP,2014Q4,1,0,0,81,0.012345679,0
GDP,2016Q1,2,-1.5,-3,88,0.022727273,-0.068181818
GDP,2016Q2,5,0.2,1,90,0.055555556,0.055555556
GDP,2016Q4,3,0,0,73,0.04109589,0
GDP,2017Q2,2,0,0,98,0.020408163,0
GDP,2018Q4,2,0,0,143,0.013986014,0
GDP,2019Q1,1,-1,-1,140,0.007142857,-0.007142857
GPRK,2017Q3,1,0,0,112,0.008928571,0
GPRK,2017Q4,1,0,0,125,0.008,0
GPRK,2018Q1,1,0,0,94,0.010638298,0
GPRK,2025Q1,1,2,2,9,0.111111111,0.222222222
HAL,2001Q2,1,0,0,11,0.090909091,0
HAL,2003Q4,1,0,0,11,0.090909091,0
HAL,2008Q4,3,0.666666667,2,18,0.166666667,0.333333333
HAL,2009Q3,2,0.5,1,27,0.074074074,0.074074074
HAL,2009Q4,1,0,0,32,0.03125,0
HAL,2010Q1,3,0,0,25,0.12,0
HAL,2010Q2,14,-0.071428571,-1,55,0.254545455,-0.254545455
HAL,2010Q3,7,0.142857143,1,92,0.076086957,0.076086957
HAL,2010Q4,4,-1.5,-6,41,0.097560976,-0.585365854
HAL,2011Q1,8,0.125,1,39,0.205128205,0.205128205
HAL,2011Q2,5,0.4,2,35,0.142857143,0.285714286
HAL,2011Q3,3,0.666666667,2,28,0.107142857,0.214285714
HAL,2011Q4,2,0,0,38,0.052631579,0
HAL,2012Q1,8,-0.375,-3,48,0.166666667,-0.5
HAL,2012Q2,4,0,0,35,0.114285714,0
HAL,2012Q3,4,0.5,2,54,0.074074074,0.148148148
HAL,2012Q4,2,0,0,45,0.044444444,0
HAL,2013Q1,7,-0.428571429,-3,68,0.102941176,-0.308823529
HAL,2013Q2,5,0.2,1,47,0.106382979,0.106382979
HAL,2013Q3,8,-0.375,-3,55,0.145454545,-0.436363636
HAL,2013Q4,3,-0.333333333,-1,41,0.073170732,-0.073170732
HAL,2014Q1,1,1,1,29,0.034482759,0.034482759
HAL,2014Q2,4,0.75,3,38,0.105263158,0.315789474
HAL,2014Q3,3,-0.333333333,-1,39,0.076923077,-0.076923077
HAL,2014Q4,16,0.3125,5,81,0.197530864,0.987654321
HAL,2015Q1,8,-0.25,-2,73,0.109589041,-0.219178082
HAL,2015Q2,6,0.666666667,4,59,0.101694915,0.406779661
HAL,2015Q3,13,-0.615384615,-8,95,0.136842105,-1.094736842
HAL,2015Q4,7,-0.428571429,-3,74,0.094594595,-0.283783784
HAL,2016Q1,8,-0.625,-5,88,0.090909091,-0.454545455
HAL,2016Q2,11,-1.181818182,-13,90,0.122222222,-1.588888889
HAL,2016Q3,4,-0.75,-3,88,0.045454545,-0.136363636
HAL,2016Q4,6,-0.166666667,-1,73,0.082191781,-0.082191781
HAL,2017Q1,4,-1,-4,73,0.054794521,-0.219178082
HAL,2017Q2,5,0,0,98,0.051020408,0
HAL,2017Q3,5,0.2,1,112,0.044642857,0.044642857
HAL,2017Q4,3,0,0,125,0.024,0
HAL,2018Q1,5,0.2,1,94,0.053191489,0.053191489
HAL,2018Q2,3,0,0,130,0.023076923,0
HAL,2018Q3,5,-1.2,-6,126,0.03968254,-0.238095238
HAL,2018Q4,5,-0.2,-1,143,0.034965035,-0.034965035
HAL,2019Q1,7,-0.857142857,-6,140,0.05,-0.3
HAL,2019Q2,9,0.333333333,3,154,0.058441558,0.175324675
HAL,2019Q3,14,0.071428571,1,157,0.089171975,0.089171975
HAL,2019Q4,6,-0.333333333,-2,172,0.034883721,-0.069767442
HAL,2020Q1,8,-0.125,-1,213,0.037558685,-0.037558685
HAL,2020Q2,16,-0.9375,-15,190,0.084210526,-1.263157895
HAL,2020Q3,7,0.428571429,3,144,0.048611111,0.145833333
HAL,2020Q4,6,-0.833333333,-5,180,0.033333333,-0.166666667
HAL,2021Q1,5,1.4,7,215,0.023255814,0.162790698
HAL,2021Q2,5,-0.2,-1,193,0.025906736,-0.025906736
HAL,2021Q3,16,0.4375,7,216,0.074074074,0.518518519
HAL,2021Q4,2,1.5,3,164,0.012195122,0.036585366
HAL,2022Q1,4,0,0,150,0.026666667,0
HAL,2022Q2,12,0.333333333,4,131,0.091603053,0.366412214
HAL,2022Q3,2,0.5,1,103,0.019417476,0.019417476
HAL,2022Q4,2,1,2,153,0.013071895,0.026143791
HAL,2023Q1,5,0.6,3,151,0.033112583,0.099337748
HAL,2023Q2,5,0.2,1,212,0.023584906,0.023584906
HAL,2023Q3,2,-1,-2,137,0.01459854,-0.02919708
HAL,2024Q3,2,0.5,1,163,0.012269939,0.012269939
HAL,2024Q4,2,1,2,146,0.01369863,0.02739726
HESM,2014Q3,1,2,2,39,0.025641026,0.051282051
HESM,2019Q4,1,2,2,172,0.005813953,0.011627907
HESM,2023Q4,1,2,2,130,0.007692308,0.015384615
HESM,2024Q3,3,1.666666667,5,163,0.018404908,0.09202454
HESM,2024Q4,3,0.333333333,1,146,0.020547945,0.020547945
HLX,2011Q1,3,0,0,39,0.076923077,0
HLX,2012Q4,1,1,1,45,0.022222222,0.022222222
HLX,2016Q4,1,0,0,73,0.01369863,0
HLX,2017Q2,1,0,0,98,0.010204082,0
HLX,2017Q4,1,-1,-1,125,0.008,-0.008
HLX,2024Q4,1,0,0,146,0.006849315,0
HP,1998Q2,1,0,0,3,0.333333333,0
HP,1998Q4,3,0,0,8,0.375,0
HP,1999Q1,1,0,0,18,0.055555556,0
HP,1999Q2,4,0,0,6,0.666666667,0
HP,1999Q3,7,0.142857143,1,14,0.5,0.5
HP,1999Q4,2,-0.5,-1,6,0.333333333,-0.333333333
HP,2000Q1,2,0,0,8,0.25,0
HP,2000Q2,2,0,0,10,0.2,0
HP,2000Q3,2,0,0,8,0.25,0
HP,2000Q4,4,0,0,9,0.444444444,0
HP,2001Q1,7,0,0,22,0.318181818,0
HP,2001Q2,2,0,0,11,0.181818182,0
HP,2001Q3,6,0,0,10,0.6,0
HP,2001Q4,5,0,0,12,0.416666667,0
HP,2002Q1,25,0.08,2,32,0.78125,1.5625
HP,2002Q2,5,0,0,12,0.416666667,0
HP,2002Q3,3,0,0,8,0.375,0
HP,2002Q4,2,0.5,1,9,0.222222222,0.222222222
HP,2003Q1,1,0,0,3,0.333333333,0
HP,2003Q2,1,0,0,10,0.1,0
HP,2003Q3,1,0,0,4,0.25,0
HP,2003Q4,2,0,0,11,0.181818182,0
HP,2004Q1,7,0,0,19,0.368421053,0
HP,2004Q2,3,0,0,11,0.272727273,0
HP,2004Q3,3,0,0,14,0.214285714,0
HP,2004Q4,8,0.125,1,12,0.666666667,0.666666667
HP,2005Q1,9,0,0,17,0.529411765,0
HP,2005Q2,13,-0.076923077,-1,18,0.722222222,-0.722222222
HP,2005Q3,1,0,0,6,0.166666667,0
HP,2005Q4,4,0,0,17,0.235294118,0
HP,2006Q1,3,0.333333333,1,10,0.3,0.3
HP,2006Q2,3,0,0,16,0.1875,0
HP,2006Q3,10,0.4,4,18,0.555555556,2.222222222
HP,2006Q4,5,0,0,10,0.5,0
HP,2007Q2,4,0,0,23,0.173913043,0
HP,2007Q3,3,0,0,12,0.25,0
HP,2008Q1,4,0,0,10,0.4,0
HP,2008Q2,3,0,0,9,0.333333333,0
HP,2008Q3,4,0,0,8,0.5,0
HP,2008Q4,3,0,0,18,0.166666667,0
HP,2009Q1,7,-0.142857143,-1,19,0.368421053,-0.368421053
HP,2009Q2,6,0,0,15,0.4,0
HP,2009Q3,9,0.111111111,1,27,0.333333333,0.333333333
HP,2009Q4,19,0.157894737,3,32,0.59375,1.78125
HP,2010Q1,11,-0.090909091,-1,25,0.44,-0.44
HP,2010Q2,9,-0.111111111,-1,55,0.163636364,-0.163636364
HP,2010Q3,50,-0.1,-5,92,0.543478261,-2.717391304
HP,2010Q4,14,0,0,41,0.341463415,0
HP,2011Q1,7,0,0,39,0.179487179,0
HP,2011Q2,8,0,0,35,0.228571429,0
HP,2011Q3,13,-0.076923077,-1,28,0.464285714,-0.464285714
HP,2011Q4,9,0.111111111,1,38,0.236842105,0.236842105
HP,2012Q1,6,0,0,48,0.125,0
HP,2012Q2,9,0,0,35,0.257142857,0
HP,2012Q3,13,0,0,54,0.240740741,0
HP,2012Q4,16,0,0,45,0.355555556,0
HP,2013Q1,21,-0.047619048,-1,68,0.308823529,-0.308823529
HP,2013Q2,15,-0.066666667,-1,47,0.319148936,-0.319148936
HP,2013Q3,8,0,0,55,0.145454545,0
HP,2013Q4,11,0,0,41,0.268292683,0
HP,2014Q1,10,0,0,29,0.344827586,0
HP,2014Q2,4,0,0,38,0.105263158,0
HP,2014Q3,6,0,0,39,0.153846154,0
HP,2014Q4,18,0.111111111,2,81,0.222222222,0.444444444
HP,2015Q1,14,0,0,73,0.191780822,0
HP,2015Q2,15,0,0,59,0.254237288,0
HP,2015Q3,27,-0.074074074,-2,95,0.284210526,-0.568421053
HP,2015Q4,27,-0.074074074,-2,74,0.364864865,-0.72972973
HP,2016Q1,14,0,0,88,0.159090909,0
HP,2016Q2,28,0,0,90,0.311111111,0
HP,2016Q3,23,0,0,88,0.261363636,0
HP,2016Q4,16,0,0,73,0.219178082,0
HP,2017Q1,7,0,0,73,0.095890411,0
HP,2017Q2,20,0.05,1,98,0.204081633,0.204081633
HP,2017Q3,16,0,0,112,0.142857143,0
HP,2017Q4,26,0,0,125,0.208,0
HP,2018Q1,16,-0.0625,-1,94,0.170212766,-0.170212766
HP,2018Q2,13,0.153846154,2,130,0.1,0.2
HP,2018Q3,11,-0.090909091,-1,126,0.087301587,-0.087301587
HP,2018Q4,11,0.090909091,1,143,0.076923077,0.076923077
HP,2019Q1,30,0.033333333,1,140,0.214285714,0.214285714
HP,2019Q2,21,-0.238095238,-5,154,0.136363636,-0.681818182
HP,2019Q3,14,0,0,157,0.089171975,0
HP,2019Q4,60,0.033333333,2,172,0.348837209,0.697674419
HP,2020Q1,52,-0.019230769,-1,213,0.244131455,-0.244131455
HP,2020Q2,26,-0.269230769,-7,190,0.136842105,-0.957894737
HP,2020Q3,19,-0.157894737,-3,144,0.131944444,-0.395833333
HP,2020Q4,18,0,0,180,0.1,0
HP,2021Q1,15,-0.266666667,-4,215,0.069767442,-0.279069767
HP,2021Q2,28,-0.214285714,-6,193,0.14507772,-0.870466321
HP,2021Q3,20,-0.1,-2,216,0.092592593,-0.185185185
HP,2021Q4,16,0.0625,1,164,0.097560976,0.097560976
HP,2022Q1,22,0,0,150,0.146666667,0
HP,2022Q2,35,0.028571429,1,131,0.267175573,0.267175573
HP,2022Q3,13,-0.076923077,-1,103,0.126213592,-0.126213592
HP,2022Q4,42,-0.071428571,-3,153,0.274509804,-0.823529412
HP,2023Q1,36,-0.027777778,-1,151,0.238410596,-0.238410596
HP,2023Q2,34,-0.088235294,-3,212,0.160377358,-0.481132075
HP,2023Q3,30,0,0,137,0.218978102,0
HP,2023Q4,30,0,0,130,0.230769231,0
HP,2024Q1,34,0,0,128,0.265625,0
HP,2024Q2,31,0,0,102,0.303921569,0
HP,2024Q3,33,0,0,163,0.202453988,0
HP,2024Q4,19,-0.052631579,-1,146,0.130136986,-0.130136986
IOGPQ,2018Q2,2,-1.5,-3,130,0.015384615,-0.046153846
KGS,2024Q3,1,1,1,163,0.006134969,0.006134969
KRP,2019Q4,1,1,1,172,0.005813953,0.005813953
KRP,2020Q3,1,0,0,144,0.006944444,0
KRP,2022Q1,1,0,0,150,0.006666667,0
KRP,2024Q4,1,1,1,146,0.006849315,0.006849315
LNG,2024Q4,1,1,1,146,0.006849315,0.006849315
MNR,2008Q1,1,0,0,10,0.1,0
MNR,2012Q3,1,0,0,54,0.018518519,0
MNR,2023Q1,1,-2,-2,151,0.006622517,-0.013245033
MNR,2023Q2,1,1,1,212,0.004716981,0.004716981
MNR,2023Q4,2,1,2,130,0.015384615,0.030769231
MXC,2012Q1,1,0,0,48,0.020833333,0
MXC,2017Q4,2,0,0,125,0.016,0
MXC,2021Q2,2,0,0,193,0.010362694,0
MXC,2021Q3,1,-1,-1,216,0.00462963,-0.00462963
NBR,1999Q1,1,0,0,18,0.055555556,0
NBR,2001Q4,2,1,2,12,0.166666667,0.333333333
NBR,2005Q3,1,1,1,6,0.166666667,0.166666667
NBR,2006Q4,2,0,0,10,0.2,0
NBR,2007Q4,1,1,1,6,0.166666667,0.166666667
NBR,2008Q4,3,-1,-3,18,0.166666667,-0.5
NBR,2009Q1,2,0,0,19,0.105263158,0
NBR,2009Q2,1,-1,-1,15,0.066666667,-0.066666667
NBR,2010Q1,3,-0.333333333,-1,25,0.12,-0.12
NBR,2010Q2,1,-1,-1,55,0.018181818,-0.018181818
NBR,2010Q3,1,2,2,92,0.010869565,0.02173913
NBR,2010Q4,1,-1,-1,41,0.024390244,-0.024390244
NBR,2011Q2,1,1,1,35,0.028571429,0.028571429
NBR,2011Q4,4,-0.25,-1,38,0.105263158,-0.105263158
NBR,2012Q1,3,0.666666667,2,48,0.0625,0.125
NBR,2012Q3,1,1,1,54,0.018518519,0.018518519
NBR,2012Q4,2,-1.5,-3,45,0.044444444,-0.133333333
NBR,2013Q1,2,-1,-2,68,0.029411765,-0.058823529
NBR,2013Q2,1,-1,-1,47,0.021276596,-0.021276596
NBR,2013Q3,3,-1.333333333,-4,55,0.054545455,-0.218181818
NBR,2014Q1,2,0.5,1,29,0.068965517,0.068965517
NBR,2014Q2,5,0.2,1,38,0.131578947,0.131578947
NBR,2014Q3,2,-1,-2,39,0.051282051,-0.102564103
NBR,2014Q4,6,-0.5,-3,81,0.074074074,-0.222222222
NBR,2015Q1,4,-0.75,-3,73,0.054794521,-0.164383562
NBR,2015Q2,2,-0.5,-1,59,0.033898305,-0.033898305
NBR,2015Q3,2,-0.5,-1,95,0.021052632,-0.021052632
NBR,2015Q4,1,-1,-1,74,0.013513514,-0.013513514
NBR,2016Q2,1,-2,-2,90,0.011111111,-0.022222222
NBR,2016Q4,1,1,1,73,0.01369863,0.01369863
NBR,2017Q3,2,1,2,112,0.017857143,0.035714286
NBR,2017Q4,2,0,0,125,0.016,0
NBR,2018Q1,1,0,0,94,0.010638298,0
NBR,2018Q2,3,-0.333333333,-1,130,0.023076923,-0.023076923
NBR,2019Q1,1,-1,-1,140,0.007142857,-0.007142857
NBR,2019Q3,1,-2,-2,157,0.006369427,-0.012738854
NBR,2020Q1,2,0,0,213,0.009389671,0
NBR,2021Q2,1,0,0,193,0.005181347,0
NBR,2022Q1,1,0,0,150,0.006666667,0
NBR,2022Q2,1,0,0,131,0.007633588,0
NBR,2022Q4,1,2,2,153,0.006535948,0.013071895
NBR,2023Q1,1,0,0,151,0.006622517,0
NBR,2023Q2,2,-0.5,-1,212,0.009433962,-0.009433962
NBR,2023Q3,2,0,0,137,0.01459854,0
NBR,2024Q3,2,0.5,1,163,0.012269939,0.012269939
NBR,2024Q4,2,-1,-2,146,0.01369863,-0.02739726
NE,2000Q3,1,0,0,8,0.125,0
NE,2002Q2,1,0,0,12,0.083333333,0
NE,2003Q4,1,2,2,11,0.090909091,0.181818182
NE,2004Q2,1,0,0,11,0.090909091,0
NE,2004Q3,1,0,0,14,0.071428571,0
NE,2007Q1,1,1,1,9,0.111111111,0.111111111
NE,2007Q3,1,0,0,12,0.083333333,0
NE,2008Q2,1,0,0,9,0.111111111,0
NE,2009Q3,1,0,0,27,0.037037037,0
NE,2012Q4,1,0,0,45,0.022222222,0
NE,2013Q1,1,-1,-1,68,0.014705882,-0.014705882
NE,2014Q3,1,0,0,39,0.025641026,0
NE,2015Q4,2,-0.5,-1,74,0.027027027,-0.027027027
NE,2016Q1,1,0,0,88,0.011363636,0
NE,2017Q1,1,0,0,73,0.01369863,0
NE,2017Q3,1,-1,-1,112,0.008928571,-0.008928571
NE,2018Q1,1,1,1,94,0.010638298,0.010638298
NE,2018Q2,1,0,0,130,0.007692308,0
NE,2019Q2,1,0,0,154,0.006493506,0
NE,2019Q4,3,-0.666666667,-2,172,0.01744186,-0.034883721
NE,2020Q2,1,1,1,190,0.005263158,0.005263158
NE,2020Q3,1,0,0,144,0.006944444,0
NE,2020Q4,1,1,1,180,0.005555556,0.005555556
NE,2021Q2,1,0,0,193,0.005181347,0
NE,2022Q3,1,0,0,103,0.009708738,0
NE,2023Q3,1,0,0,137,0.00729927,0
NE,2024Q3,1,0,0,163,0.006134969,0
NE,2024Q4,2,-0.5,-1,146,0.01369863,-0.01369863
NES,2004Q2,1,0,0,11,0.090909091,0
NES,2005Q3,1,0,0,6,0.166666667,0
NES,2010Q4,1,0,0,41,0.024390244,0
NES,2011Q3,1,0,0,28,0.035714286,0
NES,2013Q2,1,0,0,47,0.021276596,0
NES,2013Q3,1,0,0,55,0.018181818,0
NES,2013Q4,1,0,0,41,0.024390244,0
NES,2014Q1,1,-1,-1,29,0.034482759,-0.034482759
NES,2014Q3,1,2,2,39,0.025641026,0.051282051
NES,2014Q4,1,0,0,81,0.012345679,0
NES,2015Q1,1,0,0,73,0.01369863,0
NES,2015Q4,1,0,0,74,0.013513514,0
NES,2016Q4,1,0,0,73,0.01369863,0
NES,2017Q1,3,0.666666667,2,73,0.04109589,0.082191781
NES,2017Q2,1,-1,-1,98,0.010204082,-0.010204082
NES,2017Q4,1,0,0,125,0.008,0
NES,2018Q2,3,0,0,130,0.023076923,0
NES,2018Q3,1,0,0,126,0.007936508,0
NES,2019Q1,6,0.166666667,1,140,0.042857143,0.042857143
NES,2019Q2,3,0,0,154,0.019480519,0
NES,2020Q1,1,0,0,213,0.004694836,0
NES,2020Q2,2,0,0,190,0.010526316,0
NES,2020Q4,2,0,0,180,0.011111111,0
NES,2021Q1,1,0,0,215,0.004651163,0
NES,2021Q2,1,0,0,193,0.005181347,0
NES,2021Q4,3,0,0,164,0.018292683,0
NES,2023Q2,1,0,0,212,0.004716981,0
NES,2023Q3,1,0,0,137,0.00729927,0
NES,2023Q4,1,0,0,130,0.007692308,0
NES,2024Q3,1,0,0,163,0.006134969,0
NESR,2017Q2,1,1,1,98,0.010204082,0.010204082
NESR,2018Q2,1,1,1,130,0.007692308,0.007692308
NEX,2004Q3,1,0,0,14,0.071428571,0
NEX,2007Q1,1,0,0,9,0.111111111,0
NEX,2008Q4,2,0,0,18,0.111111111,0
NEX,2009Q4,2,1,2,32,0.0625,0.125
NEX,2010Q4,2,0,0,41,0.048780488,0
NEX,2011Q4,1,0,0,38,0.026315789,0
NEX,2012Q3,1,0,0,54,0.018518519,0
NEX,2013Q3,1,0,0,55,0.018181818,0
NEX,2016Q3,1,0,0,88,0.011363636,0
NEX,2016Q4,3,0,0,73,0.04109589,0
NEX,2017Q1,3,0,0,73,0.04109589,0
NEX,2017Q2,4,0,0,98,0.040816327,0
NEX,2017Q3,2,-0.5,-1,112,0.017857143,-0.017857143
NEX,2018Q1,6,0.166666667,1,94,0.063829787,0.063829787
NEX,2018Q2,2,0,0,130,0.015384615,0
NEX,2018Q3,1,0,0,126,0.007936508,0
NEX,2018Q4,3,0,0,143,0.020979021,0
NEX,2019Q1,1,0,0,140,0.007142857,0
NEX,2019Q3,11,0.090909091,1,157,0.070063694,0.070063694
NEX,2019Q4,1,0,0,172,0.005813953,0
NEX,2020Q1,3,0,0,213,0.014084507,0
NEX,2020Q2,6,-0.166666667,-1,190,0.031578947,-0.031578947
NEX,2020Q3,6,-0.333333333,-2,144,0.041666667,-0.083333333
NEX,2020Q4,4,-0.25,-1,180,0.022222222,-0.022222222
NEX,2021Q1,5,0.2,1,215,0.023255814,0.023255814
NEX,2021Q2,5,0.2,1,193,0.025906736,0.025906736
NEX,2021Q3,1,0,0,216,0.00462963,0
NEX,2021Q4,2,0,0,164,0.012195122,0
NEX,2022Q1,1,0,0,150,0.006666667,0
NEX,2022Q3,2,0,0,103,0.019417476,0
NEX,2023Q2,4,-0.5,-2,212,0.018867925,-0.037735849
NEX,2023Q3,1,0,0,137,0.00729927,0
NEX,2023Q4,1,0,0,130,0.007692308,0
NEX,2024Q1,1,0,0,128,0.0078125,0
NEX,2024Q4,1,0,0,146,0.006849315,0
PDCE,2013Q3,1,-1,-1,55,0.018181818,-0.018181818
PDCE,2016Q1,2,0,0,88,0.022727273,0
PDCE,2016Q3,3,1.333333333,4,88,0.034090909,0.136363636
PDCE,2017Q1,1,1,1,73,0.01369863,0.01369863
PDCE,2017Q2,1,-2,-2,98,0.010204082,-0.020408163
PDCE,2017Q3,1,1,1,112,0.008928571,0.008928571
PDCE,2017Q4,1,-1,-1,125,0.008,-0.008
PDCE,2019Q1,3,0,0,140,0.021428571,0
PDCE,2019Q2,1,-1,-1,154,0.006493506,-0.006493506
PDCE,2019Q3,1,2,2,157,0.006369427,0.012738854
PDCE,2020Q2,3,-0.666666667,-2,190,0.015789474,-0.031578947
PDCE,2020Q3,1,0,0,144,0.006944444,0
PDCE,2020Q4,3,0,0,180,0.016666667,0
PDCE,2022Q1,1,1,1,150,0.006666667,0.006666667
PDCE,2022Q2,1,0,0,131,0.007633588,0
PDCE,2023Q2,3,0.333333333,1,212,0.014150943,0.014150943
PDCE,2023Q4,2,0.5,1,130,0.015384615,0.015384615
PDCE,2024Q3,2,1.5,3,163,0.012269939,0.036809816
PDCE,2024Q4,1,1,1,146,0.006849315,0.006849315
PDS,2024Q4,3,0,0,146,0.020547945,0
PED,2002Q2,1,0,0,12,0.083333333,0
PED,2003Q2,1,1,1,10,0.1,0.1
PED,2009Q1,1,0,0,19,0.052631579,0
PED,2010Q2,1,1,1,55,0.018181818,0.018181818
PED,2010Q3,3,-0.333333333,-1,92,0.032608696,-0.032608696
PED,2011Q2,1,1,1,35,0.028571429,0.028571429
PED,2012Q1,1,0,0,48,0.020833333,0
PED,2012Q2,1,0,0,35,0.028571429,0
PED,2012Q3,2,0,0,54,0.037037037,0
PED,2012Q4,1,0,0,45,0.022222222,0
PED,2013Q1,4,-0.25,-1,68,0.058823529,-0.058823529
PED,2013Q2,4,0,0,47,0.085106383,0
PED,2013Q3,11,-0.363636364,-4,55,0.2,-0.8
PED,2013Q4,2,0,0,41,0.048780488,0
PED,2014Q1,3,-0.333333333,-1,29,0.103448276,-0.103448276
PED,2014Q2,5,-0.6,-3,38,0.131578947,-0.394736842
PED,2014Q3,1,0,0,39,0.025641026,0
PED,2014Q4,2,-0.5,-1,81,0.024691358,-0.024691358
PED,2015Q1,5,-0.6,-3,73,0.068493151,-0.205479452
PED,2015Q2,4,0,0,59,0.06779661,0
PED,2015Q3,2,-0.5,-1,95,0.021052632,-0.021052632
PED,2015Q4,1,0,0,74,0.013513514,0
PED,2016Q1,3,0,0,88,0.034090909,0
PED,2016Q3,3,0,0,88,0.034090909,0
PED,2017Q2,1,1,1,98,0.010204082,0.010204082
PED,2018Q2,1,0,0,130,0.007692308,0
PED,2019Q3,1,0,0,157,0.006369427,0
PED,2020Q3,1,0,0,144,0.006944444,0
PED,2021Q1,2,-0.5,-1,215,0.009302326,-0.009302326
PED,2022Q1,1,0,0,150,0.006666667,0
PED,2022Q2,1,0,0,131,0.007633588,0
PED,2022Q3,4,0.75,3,103,0.038834951,0.116504854
PED,2022Q4,3,0.333333333,1,153,0.019607843,0.019607843
PED,2023Q2,1,0,0,212,0.004716981,0
PED,2024Q4,1,-1,-1,146,0.006849315,-0.006849315
PHX,2009Q1,1,0,0,19,0.052631579,0
PHX,2010Q3,1,-1,-1,92,0.010869565,-0.010869565
PHX,2011Q4,1,0,0,38,0.026315789,0
PHX,2018Q2,1,0,0,130,0.007692308,0
PHX,2019Q4,1,0,0,172,0.005813953,0
PHX,2022Q1,1,0,0,150,0.006666667,0
PHX,2023Q2,2,0,0,212,0.009433962,0
PHX,2024Q4,1,-1,-1,146,0.006849315,-0.006849315
PNRG,2024Q3,1,-1,-1,163,0.006134969,-0.006134969
PR,1998Q4,1,1,1,8,0.125,0.125
PR,1999Q4,1,0,0,6,0.166666667,0
PR,2000Q1,2,1,2,8,0.25,0.5
PR,2000Q2,2,0.5,1,10,0.2,0.2
PR,2000Q3,2,0,0,8,0.25,0
PR,2001Q1,1,0,0,22,0.045454545,0
