date,source,supply_side,demand_side,financial_risk,geopolitical_risk,esg_regulation,natural_factor,topic_0_prob,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,dominant_LDA_topic,dominant_dictionary_topic
1998-12-11,The_Wall_Street_Journal,0,0,0,0,0,1,0.9793685,0.0130353635,0.0,0.0,0.0,0,natural_factor
2013-03-12,The_Wall_Street_Journal,0,0,0,0,0,1,0.0,0.0,0.99844027,0.0,0.0,2,natural_factor
2005-09-27,The_Wall_Street_Journal,0,0,0,0,0,1,0.90433544,0.0,0.0,0.09529903,0.0,0,natural_factor
2010-10-05,The_Wall_Street_Journal,0,0,0,0,0,1,0.51931125,0.0,0.4547522,0.025775833,0.0,0,natural_factor
1999-10-29,The_Wall_Street_Journal,0,0,0,0,0,2,0.9662249,0.029439062,0.0,0.0,0.0,0,natural_factor
2008-09-23,Thomson_Reuters,0,0,0,0,0,1,0.09743463,0.0,0.13833183,0.76388514,0.0,3,natural_factor
2015-10-05,Thomson_Reuters,1,0,0,0,0,1,0.0,0.0,0.7455692,0.2535612,0.0,2,supply_side
2017-10-13,The_Wall_Street_Journal,0,0,0,0,0,1,0.5424904,0.0,0.0,0.45641467,0.0,0,natural_factor
2000-08-31,The_Wall_Street_Journal,0,0,0,0,0,1,0.51995915,0.0,0.3566935,0.07352028,0.04207399,0,natural_factor
2005-05-19,The_Wall_Street_Journal,0,0,0,0,0,1,0.8957119,0.0,0.103712894,0.0,0.0,0,natural_factor
2016-10-30,The_Wall_Street_Journal,0,0,0,0,0,1,0.9626568,0.0,0.0,0.03651965,0.0,0,natural_factor
2009-09-16,Thomson_Reuters,0,1,1,0,0,1,0.14430277,0.0,0.03788644,0.8173267,0.0,3,demand_side
2001-09-25,The_Wall_Street_Journal,1,1,1,0,0,1,0.4019149,0.0,0.3226193,0.27514118,0.0,0,supply_side
2012-02-28,The_Wall_Street_Journal,0,0,0,0,0,1,0.7803536,0.05616272,0.1630921,0.0,0.0,0,natural_factor
2019-12-12,Financial_Times,0,0,0,0,0,1,0.0,0.0,0.9929026,0.0,0.0,2,natural_factor
2016-02-24,The_Wall_Street_Journal,0,0,1,0,0,1,0.4672665,0.0,0.0,0.53218967,0.0,3,financial_risk
2016-02-07,Financial_Times,1,0,0,0,0,1,0.7305442,0.0119655235,0.25458875,0.0,0.0,0,supply_side
2019-10-18,Financial_Times,0,1,0,1,0,1,0.7846557,0.0,0.0,0.21445562,0.0,0,demand_side
2018-02-25,New_Strait_Times,0,0,0,0,0,1,0.8519073,0.0,0.0,0.11446087,0.033281937,0,natural_factor
2015-10-21,Thomson_Reuters,0,0,0,0,0,1,0.39954358,0.014429544,0.58456516,0.0,0.0,2,natural_factor
2004-02-02,The_Wall_Street_Journal,0,0,0,0,0,1,0.8006835,0.0,0.032855377,0.16620027,0.0,0,natural_factor
2017-02-18,Thomson_Reuters,0,0,0,0,1,1,0.5217876,0.0,0.3479182,0.13002074,0.0,0,esg_regulation
2007-12-31,The_Wall_Street_Journal,0,0,0,0,0,1,0.9563364,0.0,0.042461257,0.0,0.0,0,natural_factor
2010-11-22,Thomson_Reuters,0,0,0,0,0,1,0.0,0.0,0.13611795,0.8633943,0.0,3,natural_factor
2016-03-23,The_Jakarta_Post,0,0,0,0,0,1,0.7089201,0.01769086,0.06050354,0.04216393,0.17072159,0,natural_factor
2019-06-20,Financial_Times,1,0,0,1,0,1,0.5955524,0.0,0.27583247,0.0,0.12821944,0,supply_side
2018-05-29,The_Wall_Street_Journal,0,0,0,0,0,1,0.35807452,0.0,0.25559312,0.38583696,0.0,3,natural_factor
2013-02-08,The_Wall_Street_Journal,1,0,0,0,0,1,0.74801373,0.0,0.24742918,0.0,0.0,0,supply_side
2010-09-05,The_Wall_Street_Journal,0,0,0,0,0,1,0.31837836,0.0,0.6614796,0.0199609,0.0,2,natural_factor
2012-04-13,The_Wall_Street_Journal,0,0,0,1,0,1,0.36599267,0.0,0.6183679,0.0,0.015391147,2,geopolitical_risk
2016-01-21,The_Wall_Street_Journal,1,0,0,0,0,1,0.013691675,0.0,0.0,0.9594272,0.026223743,3,supply_side
2014-12-02,The_Wall_Street_Journal,0,0,0,0,0,1,0.0,0.0,0.27305666,0.72467166,0.0,3,natural_factor
2019-10-04,The_Wall_Street_Journal,0,0,0,0,0,1,0.1914643,0.015878165,0.0,0.7485821,0.04327236,3,natural_factor
2006-08-11,The_Wall_Street_Journal,0,0,0,0,0,1,0.96482897,0.034697056,0.0,0.0,0.0,0,natural_factor
2011-08-12,The_Wall_Street_Journal,0,0,0,0,0,1,0.8509191,0.0,0.0,0.14855936,0.0,0,natural_factor
2017-08-28,The_Wall_Street_Journal,0,0,0,0,0,1,0.90164566,0.0,0.0,0.07363041,0.024429651,0,natural_factor
2009-09-25,Thomson_Reuters,0,0,1,0,0,1,0.27687064,0.0,0.0,0.7226009,0.0,3,financial_risk
2001-07-03,The_Wall_Street_Journal,0,0,1,0,0,1,0.25646564,0.0,0.3586428,0.23936191,0.14548972,2,financial_risk
2015-04-21,The_Wall_Street_Journal,0,0,0,0,0,1,0.6681734,0.0,0.20799875,0.1226839,0.0,0,natural_factor
2011-01-28,The_Wall_Street_Journal,0,0,0,0,0,1,0.6860945,0.0,0.0,0.31300652,0.0,0,natural_factor
2012-04-12,The_Wall_Street_Journal,0,0,0,1,0,1,0.36198843,0.0,0.62289923,0.0,0.014873039,2,geopolitical_risk
2015-10-31,The_Wall_Street_Journal,0,0,0,0,0,1,0.7155245,0.0,0.16310145,0.1210363,0.0,0,natural_factor
2013-01-07,Thomson_Reuters,1,0,0,1,0,1,0.30134952,0.0,0.63913965,0.0,0.05615344,2,supply_side
2017-11-21,The_Wall_Street_Journal,0,0,0,0,0,1,0.53642005,0.0,0.0,0.46222332,0.0,0,natural_factor
2019-10-03,The_Wall_Street_Journal,0,0,0,0,0,1,0.7099886,0.0,0.0,0.289279,0.0,0,natural_factor
2013-02-22,Thomson_Reuters,0,0,0,0,0,1,0.0,0.0,0.0,0.9921026,0.0,3,natural_factor
2013-02-24,The_Wall_Street_Journal,0,0,0,0,0,2,0.9990794,0.0,0.0,0.0,0.0,0,natural_factor
2004-11-21,The_Wall_Street_Journal,0,0,0,0,0,1,0.0,0.0,0.99944913,0.0,0.0,2,natural_factor
2016-08-20,The_Wall_Street_Journal,0,0,2,0,0,2,0.58366567,0.0,0.0,0.4157073,0.0,0,financial_risk
2011-08-25,The_Wall_Street_Journal,0,0,0,0,0,1,0.7536023,0.03458032,0.14205782,0.061482128,0.0,0,natural_factor
2011-08-19,Thomson_Reuters,0,1,1,0,0,1,0.0341675,0.0,0.1204331,0.8416295,0.0,3,demand_side
2013-01-31,Thomson_Reuters,1,0,0,2,0,1,0.12588151,0.0,0.85501236,0.0,0.018863805,2,geopolitical_risk
2019-12-01,The_Wall_Street_Journal,0,0,1,0,0,1,0.64451885,0.0,0.01947682,0.33560428,0.0,0,financial_risk
2009-03-18,The_Wall_Street_Journal,0,0,0,0,0,1,0.0,0.0,0.6163149,0.38206738,0.0,2,natural_factor
2009-11-06,Thomson_Reuters,0,0,0,0,0,1,0.7050762,0.0,0.28596106,0.0,0.0,0,natural_factor
2009-11-24,Thomson_Reuters,0,0,1,0,0,1,0.08247823,0.0,0.0,0.91670394,0.0,3,financial_risk
2001-12-17,The_Wall_Street_Journal,0,0,1,0,0,1,0.68491375,0.0,0.27541304,0.039495774,0.0,0,financial_risk
2011-09-23,The_Wall_Street_Journal,0,0,0,0,0,1,0.546395,0.0,0.28064108,0.17248721,0.0,0,natural_factor
2015-04-06,The_Wall_Street_Journal,0,1,0,1,0,1,0.27575758,0.0,0.61655545,0.08280687,0.024814842,2,demand_side
2011-10-04,Thomson_Reuters,0,0,0,0,0,1,0.074491285,0.0,0.29997808,0.6252677,0.0,3,natural_factor
2019-05-28,Thomson_Reuters,0,0,0,2,0,1,0.71541524,0.0,0.28218094,0.0,0.0,0,geopolitical_risk
2017-06-05,Financial_Times,0,0,0,0,0,1,0.16896391,0.0,0.7235833,0.107161425,0.0,2,natural_factor
2019-10-27,The_Wall_Street_Journal,0,0,0,0,0,1,0.8011921,0.0,0.19858846,0.0,0.0,0,natural_factor
2013-01-30,The_Wall_Street_Journal,0,0,0,0,0,1,0.6425846,0.0,0.0,0.35016993,0.0,0,natural_factor
2023-06-23,Financial_Times,1,0,0,0,0,1,0.6934319,0.0,0.26611677,0.035143252,0.0,0,supply_side
2023-11-15,Financial_Times,0,0,1,0,0,2,0.3318608,0.0,0.0,0.666988,0.0,3,natural_factor
2023-11-22,Bangkok_Post,1,0,1,0,0,1,0.9030226,0.0,0.0,0.0,0.09617469,0,supply_side
2023-10-06,The_Strait_Times,0,0,0,0,0,1,0.99947673,0.0,0.0,0.0,0.0,0,natural_factor
2023-09-23,Thomson_Reuters,1,0,0,0,0,1,0.4325789,0.0,0.3641104,0.0,0.20261574,0,supply_side
2023-08-29,Thomson_Reuters,0,0,2,0,0,2,0.24670672,0.0,0.10322904,0.64978594,0.0,3,financial_risk
2023-09-05,Nikkei_Asia,1,2,1,1,0,1,0.51667315,0.0,0.25539732,0.058717713,0.16914348,0,demand_side
2023-07-28,Financial_Times,1,1,2,0,0,2,0.3805011,0.0,0.22627273,0.36576432,0.02742206,0,financial_risk
2023-11-24,Financial_Times,0,0,1,0,0,1,0.7066477,0.0,0.047892973,0.23999633,0.0,0,financial_risk
2023-09-14,Thomson_Reuters,0,0,1,0,0,1,0.10867762,0.0,0.0,0.8826929,0.0,3,financial_risk
2023-10-19,Bangkok_Post,0,0,0,0,1,1,0.8670379,0.0,0.0,0.010885217,0.12174807,0,esg_regulation
2023-08-04,The_Wall_Street_Journal,1,0,0,0,0,1,0.73405296,0.0,0.13866664,0.0,0.12695312,0,supply_side
2024-01-19,Channel_News_Asia,0,0,0,1,0,1,0.3175388,0.0,0.65909326,0.022602182,0.0,2,geopolitical_risk
2023-11-24,The_Wall_Street_Journal,0,0,0,0,0,1,0.9626852,0.0,0.0,0.036911536,0.0,0,natural_factor
2023-11-16,The_Business_Times,0,0,0,0,0,1,0.625002,0.0,0.0,0.37422627,0.0,0,natural_factor
2023-11-14,The_Wall_Street_Journal,0,0,1,0,0,1,0.18594527,0.0,0.0,0.81336504,0.0,3,financial_risk
2023-10-10,Thomson_Reuters,0,0,0,0,0,1,0.6429064,0.0,0.08323199,0.27344725,0.0,0,natural_factor
2023-10-02,The_Business_Times,0,0,0,0,0,1,0.8563563,0.0,0.0,0.0656905,0.07704335,0,natural_factor
2023-11-28,The_Business_Times,1,0,1,0,2,1,0.7631152,0.0,0.17738838,0.0,0.05922053,0,esg_regulation
2023-08-31,The_Business_Times,1,0,0,0,0,1,0.7834133,0.0,0.032181285,0.071912125,0.112346865,0,supply_side
2023-08-30,Channel_News_Asia,1,0,0,0,0,1,0.40216842,0.0,0.0,0.5964375,0.0,3,supply_side
2024-01-11,Nikkei_Asia,0,1,0,0,0,2,0.9760918,0.0,0.0,0.0,0.018963434,0,natural_factor
2023-11-01,New_Strait_Times,0,0,0,0,0,1,0.579733,0.0,0.38863635,0.030963724,0.0,0,natural_factor
2023-08-30,The_Business_Times,0,0,1,0,0,1,0.35956624,0.0,0.0,0.639551,0.0,3,financial_risk
2023-09-18,Financial_Times,1,1,1,0,5,2,0.123628564,0.0,0.27744564,0.24644688,0.35241202,4,esg_regulation
2024-01-10,Financial_Times,0,0,2,0,0,1,0.45424497,0.0,0.27942598,0.2659866,0.0,0,financial_risk
2023-11-01,Nikkei_Asia,1,0,0,0,0,1,0.53537357,0.0,0.17015395,0.0,0.29137266,0,supply_side
2023-07-18,Nikkei_Asia,1,0,0,0,0,1,0.8904167,0.0,0.0,0.06972636,0.039582904,0,supply_side
2023-08-17,Nikkei_Asia,0,1,0,0,0,1,0.670934,0.0,0.0,0.3283676,0.0,0,demand_side
2023-11-17,Financial_Times,0,1,1,0,0,1,0.5475228,0.0,0.18753564,0.25750768,0.0,0,demand_side
2023-07-27,Financial_Times,1,0,0,0,0,1,0.876115,0.0,0.0,0.08872505,0.034926914,0,supply_side
2023-08-04,The_Strait_Times,1,0,0,0,0,1,0.7697809,0.0,0.11293375,0.0,0.11665176,0,supply_side
2023-12-15,Channel_News_Asia,0,0,0,0,0,1,0.29756463,0.0,0.3959995,0.30527762,0.0,2,natural_factor
2023-07-20,Financial_Times,4,0,0,1,2,1,0.38988012,0.0,0.11761328,0.3322217,0.16024567,0,supply_side
2022-10-12,The_Strait_Times,1,1,0,1,0,1,0.71093935,0.0,0.0,0.2881657,0.0,0,supply_side
2023-10-10,The_Business_Times,0,0,0,0,0,1,0.51611674,0.0,0.0,0.48191905,0.0,0,natural_factor
2023-10-28,Financial_Times,0,1,1,0,0,1,0.5792033,0.0,0.25522393,0.039285734,0.126163,0,demand_side
2023-10-27,Nikkei_Asia,1,0,0,0,0,1,0.8282135,0.0,0.06652234,0.0,0.10484744,0,supply_side
2023-08-04,The_Business_Times,1,0,0,0,0,1,0.72502,0.0,0.1511841,0.0,0.123214915,0,supply_side
2023-09-01,Financial_Times,1,0,1,0,0,1,0.8628355,0.0,0.0,0.12099926,0.015976068,0,supply_side
2023-11-21,Thomson_Reuters,0,0,0,0,0,1,0.46852845,0.0,0.0,0.5302862,0.0,3,natural_factor
2023-10-11,Channel_News_Asia,0,0,1,0,0,1,0.2485033,0.0,0.0,0.74967897,0.0,3,financial_risk
2023-12-04,Financial_Times,0,0,0,0,0,1,0.033078276,0.0,0.96138656,0.0,0.0,2,natural_factor
2023-11-01,Channel_News_Asia,0,0,0,0,0,1,0.5458173,0.0,0.24143264,0.0,0.2111438,0,natural_factor
2023-08-21,The_Wall_Street_Journal,0,0,0,0,0,1,0.9084648,0.0,0.09116095,0.0,0.0,0,natural_factor
2023-11-17,Taipei_Times,0,0,0,0,0,1,0.5663172,0.0,0.0,0.43292293,0.0,0,natural_factor
2023-11-22,South_China_Morning_Post,1,0,0,0,0,1,0.7839149,0.0,0.0,0.070250176,0.14548878,0,supply_side
2023-09-22,The_Business_Times,0,0,0,0,0,1,0.20206538,0.0,0.7959892,0.0,0.0,2,natural_factor
2023-11-22,Channel_News_Asia,0,0,0,0,0,1,0.4607799,0.0,0.0,0.5378921,0.0,3,natural_factor
2023-08-11,Channel_News_Asia,0,0,0,0,0,1,0.25231048,0.0,0.7460535,0.0,0.0,2,natural_factor
2024-01-25,Bangkok_Post,0,0,0,0,0,1,0.784901,0.0,0.09001828,0.0,0.12415148,0,natural_factor
2023-11-8,Bangkok_Post,0,0,0,0,0,1,0.9993588,0.0,0.0,0.0,0.0,0,natural_factor
2023-11-27,Channel_News_Asia,1,1,0,1,0,1,0.6247565,0.0,0.1891361,0.106859125,0.07918333,0,supply_side
2023-08-30,The_Wall_Street_Journal,0,0,1,0,0,1,0.14098144,0.0,0.0,0.8582515,0.0,3,financial_risk
2023-10-13,Channel_News_Asia,0,0,0,0,0,1,0.26988918,0.0,0.7281646,0.0,0.0,2,natural_factor
2023-08-11,Thomson_Reuters,0,0,0,0,0,1,0.3711045,0.0,0.62764215,0.0,0.0,2,natural_factor
2023-11-22,Nikkei_Asia,1,0,0,0,0,1,0.9114322,0.0,0.04460421,0.0,0.042678233,0,supply_side
2023-10-19,Thomson_Reuters,1,0,0,0,0,1,0.44206488,0.0,0.05334156,0.48974186,0.014755444,3,supply_side
2023-09-01,The_Business_Times,0,0,0,0,0,1,0.39166653,0.0,0.0,0.6073008,0.0,3,natural_factor
2023-10-11,Financial_Times,1,2,0,1,0,1,0.66664886,0.0,0.15544343,0.10864391,0.0691925,0,demand_side
2023-08-10,The_Strait_Times,1,0,1,0,0,1,0.78695136,0.0,0.0,0.0,0.21258855,0,supply_side
2023-06-27,Bangkok_Post,0,0,0,0,0,2,0.9529068,0.0,0.0,0.0,0.036122363,0,natural_factor
2023-10-11,The_Business_Times,0,0,1,0,0,1,0.0,0.0,0.0,0.99518454,0.0,3,financial_risk
2023-10-12,Thomson_Reuters,0,0,0,0,0,1,0.23373917,0.0,0.76504064,0.0,0.0,2,natural_factor
2023-08-03,Financial_Times,0,0,0,0,0,1,0.84067607,0.0,0.0,0.0,0.15472317,0,natural_factor
2023-07-20,Nikkei_Asia,1,1,0,0,0,2,0.67536306,0.0,0.11648506,0.043448593,0.16461883,0,natural_factor
2024-02-22,Financial_Times,0,0,0,0,0,2,0.7565021,0.0,0.22782697,0.0,0.015261841,0,natural_factor
2024-05-31,Financial_Times,0,0,1,0,0,2,0.21065214,0.0,0.4775919,0.31163174,0.0,2,natural_factor
2024-05-02,Financial_Times,1,1,0,0,0,1,0.74912983,0.0,0.14748046,0.04752796,0.055810634,0,supply_side
2024-05-30,Financial_Times,0,0,1,0,2,2,0.17024638,0.0,0.3025989,0.2602122,0.2668832,2,esg_regulation
2024-05-21,Financial_Times,0,0,0,0,0,2,0.9843652,0.0,0.015060832,0.0,0.0,0,natural_factor
2024-05-23,Financial_Times,0,0,0,0,0,1,0.1520547,0.0,0.84741664,0.0,0.0,2,natural_factor
2024-03-17,Financial_Times,0,0,2,0,0,1,0.36945483,0.0,0.53047127,0.09991339,0.0,2,financial_risk
2024-06-04,Financial_Times,0,0,4,0,0,2,0.42379594,0.0,0.028559262,0.54744065,0.0,3,financial_risk
2024-02-28,Financial_Times,0,1,1,0,0,1,0.45062038,0.0,0.480416,0.06543601,0.0,2,demand_side
2024-02-07,Financial_Times,1,0,0,0,1,1,0.8722243,0.0,0.0,0.09581407,0.031705614,0,supply_side
2024-03-18,Financial_Times,0,0,0,0,0,1,0.16452402,0.0,0.8349066,0.0,0.0,2,natural_factor
2024-02-12,Financial_Times,1,0,0,1,0,1,0.8530977,0.0,0.0,0.011456139,0.13519174,0,supply_side
2024-05-29,Financial_Times,1,0,2,1,0,3,0.29832608,0.0,0.4986747,0.18463941,0.018305702,2,natural_factor
2024-02-08,Financial_Times,0,1,1,0,0,1,0.3276412,0.011136483,0.5972108,0.06393385,0.0,2,demand_side
2024-06-3,Bangkok_Post,0,0,0,0,0,2,0.93530494,0.0,0.0,0.06398158,0.0,0,natural_factor
2024-08-07,The_Wall_Street_Journal,0,0,0,0,0,2,0.98450863,0.014987995,0.0,0.0,0.0,0,natural_factor
2024-08-27,Thomson_Reuters,1,0,0,0,0,1,0.6468771,0.0,0.2820421,0.03257742,0.03833975,0,supply_side
2024-08-20,The_Strait_Times,0,0,0,0,0,1,0.24247426,0.0,0.75702834,0.0,0.0,2,natural_factor
2024-06-04,Channel_News_Asia,0,0,0,0,0,1,0.092032,0.0,0.9072881,0.0,0.0,2,natural_factor
2024-07-10,The_Business_Times,0,0,0,0,0,1,0.7152655,0.0,0.0,0.2835972,0.0,0,natural_factor
2024-07-10,Viet_Nam_News,0,0,0,0,0,1,0.76725155,0.0,0.0,0.037710197,0.1896357,0,natural_factor
2024-05-30,Channel_News_Asia,0,0,0,0,0,2,0.47804183,0.0,0.0,0.520721,0.0,3,natural_factor
2024-07-16,Financial_Times,0,1,0,2,0,1,0.5817531,0.0,0.41251722,0.0,0.0,0,geopolitical_risk
2024-05-20,The_Wall_Street_Journal,0,0,0,0,0,1,0.9994966,0.0,0.0,0.0,0.0,0,natural_factor
2024-08-29,Channel_News_Asia,0,0,0,0,0,1,0.3287889,0.0,0.0,0.66986495,0.0,3,natural_factor
2024-02-26,Nikkei_Asia,0,0,0,0,0,1,0.94208074,0.0,0.050007127,0.0,0.0,0,natural_factor
2024-01-09,The_Wall_Street_Journal,0,0,0,0,0,1,0.4019937,0.0,0.43158156,0.16603234,0.0,2,natural_factor
2024-08-20,Financial_Times,0,0,0,0,0,1,0.29029927,0.0,0.70928955,0.0,0.0,2,natural_factor
2022-10-3,The_Business_Times,0,0,0,0,0,1,0.89459807,0.0,0.07325717,0.031687196,0.0,0,natural_factor
2024-06-26,The_Wall_Street_Journal,0,0,0,0,0,1,0.504059,0.0,0.4941175,0.0,0.0,0,natural_factor
2024-07-20,The_Wall_Street_Journal,3,0,2,0,0,1,0.14815071,0.0,0.0,0.85133076,0.0,3,supply_side
2023-08-7,The_Business_Times,2,1,0,1,0,1,0.76469463,0.0,0.0,0.017682174,0.2173093,0,supply_side
2022-05-6,The_Business_Times,0,0,0,0,0,1,0.863346,0.0,0.054360867,0.0,0.08190723,0,natural_factor
2024-03-21,The_Wall_Street_Journal,0,2,0,0,0,2,0.5007464,0.0,0.4275139,0.037834715,0.033824082,0,demand_side
2024-03-01,The_Business_Times,0,0,1,0,0,1,0.43468472,0.0,0.0,0.5644009,0.0,3,financial_risk
2022-06-1,The_Business_Times,1,0,1,0,0,1,0.5628285,0.0,0.0,0.43642306,0.0,0,supply_side
2024-07-25,Financial_Times,0,1,0,0,0,1,0.40242642,0.0,0.45153052,0.1185839,0.02743048,2,demand_side
2024-09-04,Channel_News_Asia,1,0,0,0,0,1,0.6503181,0.0,0.29434553,0.0,0.054672472,0,supply_side
2024-03-19,Channel_News_Asia,0,0,0,0,0,1,0.07283693,0.0,0.92641103,0.0,0.0,2,natural_factor
2024-08-23,Financial_Times,0,0,0,0,0,1,0.19087546,0.0,0.7737019,0.03503486,0.0,2,natural_factor
2024-08-21,Financial_Times,0,0,0,0,0,1,0.6039615,0.05244893,0.16026172,0.17052674,0.012801103,0,natural_factor
2024-08-02,Financial_Times,0,0,0,0,1,2,0.14388561,0.0,0.5351206,0.32067838,0.0,2,natural_factor
2024-08-15,The_Business_Times,0,0,0,0,0,1,0.6162131,0.0,0.0,0.3825715,0.0,0,natural_factor
2024-04-16,The_Business_Times,0,0,0,0,0,1,0.97860515,0.0,0.0,0.020223802,0.0,0,natural_factor
2024-03-06,The_Wall_Street_Journal,1,1,0,0,0,1,0.56205404,0.0,0.35197645,0.026935056,0.05216561,0,supply_side
2024-08-29,The_Business_Times,0,0,0,0,0,1,0.4830006,0.0,0.0,0.5162368,0.0,3,natural_factor
2024-04-11,Channel_News_Asia,0,0,0,0,0,1,0.16613714,0.0,0.8323744,0.0,0.0,2,natural_factor
2024-05-31,The_Asahi_Shimbun,0,0,0,0,0,1,0.16848053,0.0,0.0,0.8310066,0.0,3,natural_factor
2022-11-3,The_Business_Times,0,0,0,0,1,1,0.09775529,0.0,0.0,0.7683842,0.13352004,3,esg_regulation
2024-02-12,Thomson_Reuters,0,0,0,0,0,1,0.0,0.0,0.9980645,0.0,0.0,2,natural_factor
2024-02-19,The_Jakarta_Post,0,0,1,0,1,1,0.936574,0.0,0.0,0.015365592,0.047853157,0,financial_risk
2024-06-19,The_Wall_Street_Journal,0,0,0,0,0,1,0.5791001,0.0,0.4194776,0.0,0.0,0,natural_factor
2024-01-11,The_Wall_Street_Journal,0,0,0,0,0,2,0.37352437,0.0,0.45297092,0.17317961,0.0,2,natural_factor
2024-08-20,The_Wall_Street_Journal,0,0,0,0,0,1,0.29433733,0.027563171,0.6777666,0.0,0.0,2,natural_factor
2024-05-30,The_Wall_Street_Journal,1,1,0,0,0,2,0.64819175,0.0,0.018256987,0.060038783,0.27342927,0,natural_factor
2024-05-15,The_Wall_Street_Journal,0,0,0,0,0,1,0.19750993,0.0,0.1204352,0.6818269,0.0,3,natural_factor
2024-01-08,The_Wall_Street_Journal,0,0,0,0,0,1,0.5253984,0.0,0.330364,0.14364178,0.0,0,natural_factor
2024-08-21,The_Wall_Street_Journal,0,0,0,1,0,1,0.23610316,0.0,0.75872695,0.0,0.0,2,geopolitical_risk
2024-06-19,The_Business_Times,0,0,0,0,0,2,0.9889848,0.0,0.0,0.010282359,0.0,0,natural_factor
2024-02-26,The_Asahi_Shimbun,0,0,0,0,0,1,0.1668076,0.012008657,0.0,0.82038474,0.0,3,natural_factor
2024-06-06,Financial_Times,0,0,0,0,0,1,0.10425796,0.0,0.8951658,0.0,0.0,2,natural_factor
2022-01-29,The_Business_Times,0,0,0,0,0,1,0.0,0.0,0.9578504,0.041109454,0.0,2,natural_factor
2024-07-11,Financial_Times,0,0,0,1,0,1,0.0,0.0,0.9986757,0.0,0.0,2,geopolitical_risk
2024-03-14,Nikkei_Asia,0,0,1,0,0,1,0.7345573,0.0,0.0,0.2647865,0.0,0,financial_risk
2018-09-3,The_Business_Times,0,0,0,0,1,2,0.7780709,0.0,0.15546283,0.0,0.06381129,0,natural_factor
2024-02-06,Nikkei_Asia,0,0,0,0,0,1,0.7477501,0.0,0.072945096,0.0,0.1788551,0,natural_factor
2024-02-28,The_Business_Times,0,0,0,0,0,1,0.54350543,0.0,0.0,0.45590714,0.0,0,natural_factor
2024-04-11,JoongAng_Daily,0,0,0,0,0,1,0.9486433,0.0,0.0,0.0,0.05050158,0,natural_factor
2024-06-07,Thomson_Reuters,0,0,0,0,0,1,0.052976947,0.0,0.933555,0.013083232,0.0,2,natural_factor
2022-10-8,The_Business_Times,0,0,0,0,0,1,0.97803205,0.0,0.0,0.011925637,0.0,0,natural_factor
2024-06-09,The_Wall_Street_Journal,0,0,1,0,0,1,0.46362355,0.10782381,0.0,0.428144,0.0,0,financial_risk
2023-12-04,Thomson_Reuters,1,0,2,1,0,1,0.48520336,0.0,0.059249215,0.45538884,0.0,0,financial_risk
2024-08-08,Financial_Times,1,1,0,0,0,1,0.73501706,0.0,0.19026525,0.07456516,0.0,0,supply_side
2024-09-13,Financial_Times,0,0,0,0,0,1,0.052323915,0.0,0.9468803,0.0,0.0,2,natural_factor
2024-05-30,The_Business_Times,0,0,0,0,0,1,0.5466777,0.0,0.0,0.45262182,0.0,0,natural_factor
2024-04-17,Channel_News_Asia,0,0,0,0,0,1,0.9981063,0.0,0.0,0.0,0.0,0,natural_factor
2023-06-2,The_Business_Times,1,0,0,0,0,1,0.39130855,0.0,0.0,0.60734504,0.0,3,supply_side
2024-08-28,Financial_Times,0,0,0,0,0,1,0.23824309,0.0,0.6682056,0.08148505,0.012002662,2,natural_factor
2024-02-07,Nikkei_Asia,1,0,0,1,0,1,0.81423753,0.0,0.0,0.0,0.1852472,0,supply_side
2024-06-21,Channel_News_Asia,0,1,0,0,0,1,0.99624467,0.0,0.0,0.0,0.0,0,demand_side
2024-02-22,Channel_News_Asia,0,0,0,0,0,1,0.67582667,0.0,0.0,0.32342812,0.0,0,natural_factor
2023-09-18,The_Business_Times,0,0,1,0,0,1,0.35564214,0.0,0.0,0.53054947,0.1135495,3,financial_risk
2024-02-22,Nikkei_Asia,0,0,0,0,0,2,0.8831785,0.0,0.0,0.11608359,0.0,0,natural_factor
2024-01-31,The_Jakarta_Post,0,0,0,0,0,1,0.94929606,0.0,0.0,0.0,0.05012747,0,natural_factor
2024-09-08,The_Wall_Street_Journal,0,0,0,0,0,2,0.8232874,0.03864028,0.1376789,0.0,0.0,0,natural_factor
2024-03-8,Bangkok_Post,0,0,0,0,0,1,0.85234207,0.0,0.0,0.055624004,0.09152962,0,natural_factor
2024-08-02,The_Wall_Street_Journal,0,0,0,0,0,1,0.36056602,0.0,0.5047389,0.13450688,0.0,2,natural_factor
2024-08-13,Channel_News_Asia,0,0,0,0,0,1,0.8629086,0.0,0.0,0.13594131,0.0,0,natural_factor
2024-08-22,The_Strait_Times,0,0,0,0,0,1,0.21821205,0.0,0.7813696,0.0,0.0,2,natural_factor
2024-06-07,Financial_Times,0,0,0,0,0,1,0.16159144,0.0,0.83286333,0.0,0.0,2,natural_factor
2024-08-25,Financial_Times,0,0,1,0,0,2,0.50105053,0.0,0.4321344,0.06660111,0.0,0,natural_factor
2024-03-02,Thomson_Reuters,0,0,0,0,0,1,0.32535443,0.0,0.0,0.67353153,0.0,3,natural_factor
2024-02-14,The_Wall_Street_Journal,0,0,1,0,0,1,0.28186947,0.0,0.0820511,0.6358249,0.0,3,financial_risk
2024-05-21,The_Business_Times,0,0,0,0,0,2,0.9991544,0.0,0.0,0.0,0.0,0,natural_factor
